playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,debut,finalGame,retroID,bbrefID,deathDate,birthDate
ferrida01,1921,12,5,USA,MS,Shaw,2016,11,24,USA,MS,Cleveland,Dave,Ferriss,David Meadow,208,74,L,R,4/29/1945,4/18/1950,ferrd101,ferrida01,11/24/2016,12/5/1921
ferrito01,1915,1,6,USA,NY,New York,1996,10,15,USA,PA,Lima,Tom,Ferrick,Thomas Jerome,220,74,R,R,4/19/1941,9/28/1952,ferrt101,ferrito01,10/15/1996,1/6/1915
ferrycy01,1878,9,27,USA,NY,Hudson,1938,9,27,USA,MA,Pittsfield,Cy,Ferry,Alfred Joseph,170,73,R,R,5/12/1904,8/4/1905,ferrc101,ferrycy01,9/27/1938,1878-09-27
ferryja01,1887,4,7,USA,MA,Pittsfield,1954,8,29,USA,MA,Pittsfield,Jack,Ferry,John Francis,175,71,R,R,9/4/1910,6/7/1913,ferrj101,ferryja01,8/29/1954,1887-04-07
fersoal01,1866,7,14,USA,PA,Philadelphia,1957,12,5,USA,MA,Boston,Alex,Ferson,Alexander,165,69,R,R,1889-05-04,1892-07-25,fersa101,fersoal01,12/5/1957,1866-07-14
fessewa99,1860,10,5,USA,NH,Windham,1935,5,16,USA,NY,Brooklyn,Wally,Fessenden,Wallace Clifton,,,,,,,fessw801,fessewa99,5/16/1935,1860-10-05
festama01,1993,3,11,USA,NY,Brooklyn,,,,,,,Matt,Festa,Matthew Joseph,195,73,R,R,7/14/2018,10/4/2022,festm001,festama01,,3/11/1993
fettelo01,1907,3,15,USA,MO,Alma,1981,1,3,USA,MO,Warrensburg,Lou,Fette,Louis Henry William,200,73,R,R,4/26/1937,6/22/1945,fettl101,fettelo01,1/3/1981,3/15/1907
fettemi01,1964,12,19,USA,CA,Van Nuys,,,,,,,Mike,Fetters,Michael Lee,200,76,R,R,9/1/1989,9/16/2004,fettm001,fettemi01,,12/19/1964
fetzewi01,1884,6,24,USA,NC,Concord,1959,5,3,USA,NC,Butner,Willy,Fetzer,William McKinnon,180,70,L,R,9/4/1906,9/4/1906,fetzw101,fetzewi01,5/3/1959,1884-06-24
fewstch01,1896,11,10,USA,MD,Baltimore,1945,4,16,USA,MD,Baltimore,Chick,Fewster,Wilson Lloyd,160,71,R,R,9/19/1917,5/1/1927,fewsc101,fewstch01,4/16/1945,1896-11-10
feyerjo01,1993,2,7,USA,WI,River Falls,,,,,,,J. P.,Feyereisen,Jonathon Paul,215,74,R,R,7/24/2020,6/2/2022,feyej001,feyerjo01,,2/7/1993
fialane01,1956,8,24,USA,MO,St. Louis,,,,,,,Neil,Fiala,Neil Stephen,185,73,L,R,9/3/1981,9/28/1981,fialn101,fialane01,,8/24/1956
fickch01,1985,11,20,USA,CA,Thousand Oaks,,,,,,,C. J.,Fick,Charles Joseph,200,77,R,R,5/26/2012,10/2/2012,fickc001,fickch01,,11/20/1985
fickjo01,1921,5,18,USA,MD,Baltimore,1958,6,9,USA,NJ,Somers Point,John,Fick,John Ralph,150,70,L,L,7/29/1944,8/11/1944,fickj101,fickjo01,6/9/1958,5/18/1921
fickro01,1974,3,15,USA,CA,Torrance,,,,,,,Robert,Fick,Robert Charles John,189,73,L,R,9/19/1998,9/29/2007,fickr001,fickro01,,3/15/1974
fidryma01,1954,8,14,USA,MA,Worcester,2009,4,13,USA,MA,Northborough,Mark,Fidrych,Mark Steven,175,75,R,R,4/20/1976,10/1/1980,fidrm101,fidryma01,4/13/2009,8/14/1954
fiebecl01,1913,9,4,USA,CA,San Francisco,1985,8,20,USA,CA,Redwood City,Clarence,Fieber,Clarence Thomas,187,76,L,L,5/18/1932,5/26/1932,fiebc101,fiebecl01,8/20/1985,9/4/1913
fieldbr01,1960,10,6,USA,OH,Cleveland,,,,,,,Bruce,Fields,Bruce Alan,185,72,L,R,9/3/1986,7/14/1989,fielb001,fieldbr01,,10/6/1960
fieldce01,1963,9,21,USA,CA,Los Angeles,,,,,,,Cecil,Fielder,Cecil Grant,230,75,R,R,7/20/1985,9/13/1998,fielc001,fieldce01,,9/21/1963
fieldda01,1991,1,23,USA,MI,Detroit,,,,,,,Daniel,Fields,Daniel Leigh,225,74,L,R,6/4/2015,6/4/2015,field001,fieldda01,,1/23/1991
fieldge01,1852,7,26,USA,CT,Waterbury,1933,9,22,USA,CT,Waterbury,George,Fields,George S.,179,65,,,1872-05-02,1872-08-09,fielg101,fieldge01,9/22/1933,1852-07-26
fieldji01,1863,4,24,USA,PA,Philadelphia,1953,5,13,USA,NJ,Atlantic City,Jim,Field,James C.,170,73,,,1883-06-02,1898-07-21,fielj102,fieldji01,5/13/1953,1863-04-24
fieldjo02,1982,12,14,USA,OK,Ada,,,,,,,Josh,Fields,Joshua Dean,225,74,R,R,9/13/2006,10/2/2010,fielj001,fieldjo02,,12/14/1982
fieldjo03,1985,8,19,USA,GA,Athens,,,,,,,Josh,Fields,Joshua David,191,72,R,R,4/2/2013,9/26/2018,fielj002,fieldjo03,,8/19/1985
fieldjo04,1992,2,20,USA,NV,Las Vegas,,,,,,,Johnny,Field,John David,195,70,R,R,4/14/2018,9/29/2018,fielj003,fieldjo04,,2/20/1992
fieldna01,1975,12,11,USA,CO,Denver,,,,,,,Nate,Field,Nathan Patrick,185,74,R,R,4/12/2002,4/29/2007,fieln001,fieldna01,,12/11/1975
fieldpr01,1984,5,9,USA,CA,Ontario,,,,,,,Prince,Fielder,Prince Semien,275,71,L,R,6/13/2005,7/18/2016,fielp001,fieldpr01,,5/9/1984
fieldsa01,1848,10,12,USA,PA,Philadelphia,1904,10,28,USA,PA,Sinking Spring,Sam,Field,Samuel Jay,182,69,R,R,1875-05-19,1876-05-10,fiels101,fieldsa01,10/28/1904,1848-10-12
fieldth01,1987,2,22,USA,TX,Austin,,,,,,,Thomas,Field,Thomas Samuel,185,70,R,R,9/11/2011,5/27/2015,fielt001,fieldth01,,2/22/1987
fienca01,1983,10,21,USA,CA,Santa Rosa,,,,,,,Casey,Fien,Casey Michael,210,74,R,R,7/26/2009,6/20/2017,fienc001,fienca01,,10/21/1983
fienelo01,1884,12,29,USA,IA,Fort Dodge,1964,12,22,USA,IL,Chicago,Lou,Fiene,Louis Henry,175,72,R,R,4/21/1906,8/15/1909,fienl101,fienelo01,12/22/1964,1884-12-29
fiersmi01,1985,6,15,USA,FL,Hollywood,,,,,,,Mike,Fiers,Michael Bruce,211,74,R,R,9/14/2011,5/6/2021,fierm001,fiersmi01,,6/15/1985
fifeda01,1949,10,5,USA,IL,Harrisburg,,,,,,,Danny,Fife,Danny Wayne,175,75,R,R,8/18/1973,4/24/1974,fifed101,fifeda01,,10/5/1949
fifest01,1986,10,4,USA,ID,Boise,,,,,,,Stephen,Fife,Stephen Joseph,225,75,R,R,7/17/2012,5/4/2014,fifes001,fifest01,,10/4/1986
fifieja01,1871,10,5,USA,NH,Enfield,1939,11,27,USA,NY,Syracuse,Jack,Fifield,John Proctor,160,71,R,R,1897-04-28,1899-10-12,fifij101,fifieja01,11/27/1939,1871-10-05
figgami01,1970,7,31,USA,FL,Tampa,,,,,,,Mike,Figga,Michael Anthony,200,72,R,R,9/16/1997,10/3/1999,figgm001,figgami01,,7/31/1970
figgefr01,1873,4,22,USA,MO,St. Louis,1915,4,15,USA,MO,St. Louis,Frank,Figgemeier,Frank Y.,170,71,,,1894-09-25,1894-09-25,figgf101,figgefr01,4/15/1915,1873-04-22
figgich01,1978,1,22,USA,GA,Leary,,,,,,,Chone,Figgins,Desmond DeChone,180,68,B,R,8/25/2002,6/13/2014,figgc001,figgich01,,1/22/1978
figueco01,1987,6,30,USA,FL,Tallahassee,,,,,,,Cole,Figueroa,Stephen Cole,185,70,L,R,5/16/2014,6/10/2016,figuc001,figueco01,,6/30/1987
figuene01,1974,5,18,USA,NY,Brooklyn,,,,,,,Nelson,Figueroa,Nelson,185,73,B,R,6/3/2000,5/9/2011,figun001,figuene01,,5/18/1974
fikacje01,1975,4,8,USA,TX,Shiner,,,,,,,Jeremy,Fikac,Jeremy Joseph,185,74,R,R,8/16/2001,6/19/2004,fikaj001,fikacje01,,4/8/1975
filebo01,1977,1,28,USA,PA,Philadelphia,,,,,,,Bob,File,Robert Michael,215,76,R,R,4/14/2001,9/30/2004,fileb001,filebo01,,1/28/1977
filerto01,1956,12,1,USA,PA,Philadelphia,,,,,,,Tom,Filer,Thomas Carson,195,73,R,R,6/8/1982,8/7/1992,filet001,filerto01,,12/1/1956
filesa01,1922,5,18,USA,PA,Chester,2008,9,25,USA,MD,Ocean Pines,Larry,File,Samuel Lawrence,160,71,R,R,9/6/1940,9/29/1940,files101,filesa01,9/25/2008,5/18/1922
filesed01,1883,5,19,USA,ME,Portland,1954,5,10,USA,ME,Cornish,Eddie,Files,Charles Edward,,,R,R,10/3/1908,10/7/1908,filee101,filesed01,5/10/1954,1883-05-19
filipst01,1921,6,28,USA,PA,Donora,1975,2,21,USA,PA,Wilkes-Barre,Steve,Filipowicz,Stephen Charles,195,68,R,R,9/3/1944,10/3/1948,filis101,filipst01,2/21/1975,6/28/1921
fillema01,1912,2,28,USA,NY,Lansingburgh,1995,1,20,USA,ME,Yarmouth,Mark,Filley,Marcus Lucius,172,71,R,R,4/19/1934,4/19/1934,fillm101,fillema01,1/20/1995,2/28/1912
fillida01,1893,11,6,USA,GA,Columbus,1961,2,3,USA,AL,Tuskegee,Dana,Fillingim,Dana,175,70,L,R,8/2/1915,5/12/1925,filld101,fillida01,2/3/1961,1893-11-06
fillmhe01,1994,5,16,USA,NJ,Roebling,,,,,,,Heath,Fillmyer,Heath Devon,195,73,R,R,6/24/2018,9/25/2019,fillh001,fillmhe01,,5/16/1994
filsope01,1958,9,28,USA,PA,Darby,,,,,,,Pete,Filson,William Peter,195,74,B,L,5/15/1982,8/11/1990,filsp001,filsope01,,9/28/1958
fimplja01,1959,2,10,USA,PA,Darby,,,,,,,Jack,Fimple,John Joseph,185,74,R,R,7/30/1983,10/4/1987,fimpj001,fimplja01,,2/10/1959
finchbi01,1894,5,26,USA,GA,Atlanta,1946,5,7,USA,LA,Shreveport,Bill,Fincher,William Allen,180,73,R,R,4/23/1916,9/30/1916,fincb101,finchbi01,5/7/1946,1894-05-26
finchjo01,1956,8,20,USA,IN,South Bend,,,,,,,Joel,Finch,Joel D.,175,74,R,R,6/12/1979,9/27/1979,fincj101,finchjo01,,8/20/1956
fineto01,1914,10,10,USA,TX,Cleburne,2005,1,10,USA,TX,Little Elm,Tommy,Fine,Thomas Morgan,180,72,B,R,4/26/1947,6/28/1950,finet101,fineto01,1/10/2005,10/10/1914
fingero01,1946,8,25,USA,OH,Steubenville,,,,,,,Rollie,Fingers,Roland Glen,190,76,R,R,9/15/1968,9/17/1985,fingr001,fingero01,,8/25/1946
finigji01,1928,8,19,USA,IL,Quincy,1981,5,16,USA,IL,Quincy,Jim,Finigan,James Leroy,175,71,R,R,4/25/1954,7/5/1959,finij101,finigji01,5/16/1981,8/19/1928
finkhe01,1911,8,22,USA,NC,Concord,1980,8,24,USA,NC,Salisbury,Herman,Fink,Herman Adam,198,74,R,R,9/16/1935,9/27/1937,finkh101,finkhe01,8/24/1980,8/22/1911
finlape01,1888,7,31,USA,SC,Cheraw,1912,3,6,USA,NY,Brooklyn,Pembroke,Finlayson,Pembroke,140,66,R,R,6/6/1908,9/1/1909,finlp101,finlape01,3/6/1912,1888-07-31
finlebi01,1863,10,4,USA,NY,New York,1912,10,6,USA,NJ,Asbury Park,Bill,Finley,William James,170,63,,,1886-07-12,1886-09-27,finlb101,finlebi01,10/6/1912,1863-10-04
finlebo01,1915,11,25,USA,TX,Ennis,1986,1,2,USA,CA,West Covina,Bob,Finley,Robert Edward,200,73,R,R,6/13/1943,10/1/1944,finlb102,finlebo01,1/2/1986,11/25/1915
finlech01,1962,11,26,USA,LA,Monroe,,,,,,,Chuck,Finley,Charles Edward,220,78,L,L,5/29/1986,9/28/2002,finlc001,finlech01,,11/26/1962
finlest01,1965,3,12,USA,TN,Union City,,,,,,,Steve,Finley,Steven Allen,175,74,L,L,4/3/1989,6/3/2007,finls001,finlest01,,3/12/1965
finnebr01,1993,4,14,USA,TX,Fort Worth,,,,,,,Brandon,Finnegan,Brandon Kyle,216,71,L,L,9/6/2014,5/6/2018,finnb001,finnebr01,,4/14/1993
finneha01,1890,10,29,USA,NJ,East Orange,1942,2,3,USA,NJ,Orange,Joseph,Finneran,Joseph Ignatius,169,70,R,R,8/20/1912,9/1/1918,finnh102,finneha01,2/3/1942,1890-10-29
finneha02,1905,7,30,USA,AL,Lafayette,1991,12,20,USA,AL,Lafayette,Hal,Finney,Harold Wilson,170,71,R,R,6/24/1931,9/27/1936,finnh101,finneha02,12/20/1991,7/30/1905
finneky01,1991,9,4,USA,MI,Detroit,,,,,,,Kyle,Finnegan,Kyle Edward,197,74,R,R,7/25/2020,10/5/2022,finnk001,finneky01,,9/4/1991
finnelo01,1910,8,13,USA,AL,Buffalo,1966,4,22,USA,AL,Lafayette,Lou,Finney,Louis Klopsche,180,72,L,R,9/12/1931,5/8/1947,finnl101,finnelo01,4/22/1966,8/13/1910
finnne01,1904,1,24,USA,NY,Brooklyn,1933,7,7,USA,PA,Allentown,Neal,Finn,Cornelius Francis,168,71,R,R,4/21/1930,6/17/1933,finnn101,finnne01,7/7/1933,1/24/1904
finnvga01,1968,3,11,USA,FL,Boynton Beach,,,,,,,Gar,Finnvold,Anders Gar,195,77,R,R,5/10/1994,8/7/1994,finng001,finnvga01,,3/11/1968
fioreje01,1983,4,14,USA,FL,Pembroke Pines,,,,,,,Jeff,Fiorentino,Jeffrey Philip,185,73,L,R,5/12/2005,10/4/2009,fiorj001,fioreje01,,4/14/1983
fioremi01,1944,10,11,USA,NY,Brooklyn,,,,,,,Mike,Fiore,Michael Gary Joseph,175,72,L,L,9/21/1968,7/2/1972,fiorm101,fioremi01,,10/11/1944
fioreto01,1971,10,12,USA,IL,Oak Park,,,,,,,Tony,Fiore,Anthony James,210,76,R,R,8/27/2000,6/16/2003,fiort001,fioreto01,,10/12/1971
fireost01,1957,6,6,USA,OH,Bryan,,,,,,,Steve,Fireovid,Stephen John,195,74,B,R,9/6/1981,4/14/1992,fires001,fireost01,,6/6/1957
firovda01,1956,10,16,USA,TX,Refugio,,,,,,,Dan,Firova,Daniel Michael,185,72,R,R,9/1/1981,7/28/1988,firod001,firovda01,,10/16/1956
firthte01,1855,5,6,USA,MA,Lowell,1902,6,23,USA,MA,Tewksbury,John,Firth,John E.,168,73,,,1884-08-15,1884-08-15,firtt101,firthte01,6/23/1902,1855-05-06
fischbi01,1930,10,11,USA,WI,Wausau,2018,10,30,USA,IA,Council Bluffs,Bill,Fischer,William Charles,190,72,R,R,4/21/1956,5/22/1964,fiscb101,fischbi01,10/30/2018,10/11/1930
fischca01,1905,11,5,USA,NY,Medina,1963,12,10,USA,NY,Medina,Carl,Fischer,Charles William,180,72,R,L,7/19/1930,7/14/1937,fiscc101,fischca01,12/10/1963,11/5/1905
fischha01,1940,1,11,USA,NY,Yonkers,,,,,,,Hank,Fischer,Henry William,190,72,R,R,4/16/1962,8/8/1967,fisch101,fischha01,,1/11/1940
fischje01,1963,8,17,USA,FL,West Palm Beach,,,,,,,Jeff,Fischer,Jeffrey Thomas,185,75,R,R,6/19/1987,9/23/1989,fiscj001,fischje01,,8/17/1963
fischmi01,1955,9,13,USA,CA,Sacramento,,,,,,,Mike,Fischlin,Michael Thomas,165,73,R,R,9/3/1977,5/11/1987,fiscm001,fischmi01,,9/13/1955
fischru01,1916,9,19,USA,SD,Carlock,1997,7,16,USA,WI,Ashwaubenon,Rube,Fischer,Reuben Walter,190,76,R,R,9/12/1941,7/14/1946,fiscr101,fischru01,7/16/1997,9/19/1916
fischto01,1960,9,15,USA,OH,Columbus,,,,,,,Todd,Fischer,Todd Richard,170,70,R,R,5/29/1986,7/10/1986,fisct001,fischto01,,9/15/1960
fischwi01,1891,3,2,USA,NY,New York,1945,9,4,USA,VA,Richmond,William,Fischer,William Charles,174,72,L,R,6/9/1913,9/29/1917,fiscw101,fischwi01,9/4/1945,1891-03-02
fishbsa01,1893,5,15,USA,MA,Haverhill,1965,4,11,USA,PA,Bethlehem,Sam,Fishburn,Samuel E.,157,69,R,R,5/30/1919,7/9/1919,fishs102,fishbsa01,4/11/1965,1893-05-15
fishe01,1856,8,15,USA,PA,Philadelphia,1942,2,9,USA,PA,Philadelphia,John,Fischer,John,,,,,1884-07-17,1885-08-06,fishu102,fishe01,2/9/1942,1856-08-15
fishebo01,1886,11,3,USA,TN,Nashville,1963,8,4,USA,FL,Jacksonville,Bob,Fisher,Robert Taylor,170,69,R,R,6/3/1912,4/25/1919,fisht103,fishebo01,8/4/1963,1886-11-03
fishebr01,1962,3,18,USA,HI,Honolulu,,,,,,,Brian,Fisher,Brian Kevin,210,76,R,R,5/7/1985,10/4/1992,fishb001,fishebr01,,3/18/1962
fisheca01,1983,2,22,USA,CA,West Covina,,,,,,,Carlos,Fisher,Charles Edward,220,76,R,R,5/24/2009,9/24/2011,fishc001,fisheca01,,2/22/1983
fishech01,1844,11,,USA,PA,Philadelphia,1912,9,26,USA,NY,New York,Cherokee,Fisher,William Charles,164,69,R,R,1871-05-06,1878-07-09,fishc102,fishech01,9/26/1912,
fishech02,1852,3,10,USA,MA,Boxford,1917,2,18,USA,AK,Eagle,Charlie,Fisher,Charles G.,143,68,L,R,1884-06-07,1884-07-07,fishc104,fishech02,2/18/1917,1852-03-10
fishech03,,,,USA,MD,Baltimore,,,,,,,Charles,Fisher,Charles,,,,,1889-06-15,1889-06-15,fishc105,fishech03,,
fishech04,1872,1,8,USA,IN,Anderson,1939,4,27,USA,CA,Los Angeles,Chauncey,Fisher,Chauncey Burr,175,71,R,R,1893-09-20,7/6/1901,fishc103,fishech04,4/27/1939,1872-01-08
fishecl01,1898,8,27,USA,WV,Letart,1965,11,2,USA,WV,Point Pleasant,Clarence,Fisher,Clarence Henry,174,72,R,R,9/14/1919,10/3/1920,fishc101,fishecl01,11/2/1965,1898-08-27
fishede01,1993,8,21,USA,PA,Lebanon,,,,,,,Derek,Fisher,Derek Joseph,215,75,L,R,6/14/2017,6/21/2021,fishd001,fishede01,,8/21/1993
fishedo01,1916,2,6,USA,OH,Cleveland,1973,7,29,USA,OH,Mayfield Heights,Don,Fisher,Donald Raymond,210,72,R,R,8/25/1945,9/30/1945,fishd101,fishedo01,7/29/1973,2/6/1916
fisheed01,1876,10,31,USA,MI,Wayne,1951,7,24,USA,WA,Spokane,Ed,Fisher,Edward Fredrick,200,74,R,R,9/5/1902,9/5/1902,fishe101,fisheed01,7/24/1951,1876-10-31
fisheed02,1936,7,16,USA,LA,Shreveport,,,,,,,Eddie,Fisher,Eddie Gene,200,74,R,R,6/22/1959,9/19/1973,fishe102,fisheed02,,7/16/1936
fishefr01,1941,11,28,USA,MI,Adrian,,,,,,,Fritz,Fisher,Frederick Brown,180,73,L,L,4/19/1964,4/19/1964,fishf101,fishefr01,,11/28/1941
fishege01,1855,8,20,USA,DE,Wilmington,1937,1,29,USA,CA,Oakland,George,Fisher,George Cresse,,69,L,,1884-08-09,1884-09-12,fishg102,fishege01,1/29/1937,1855-08-20
fishegu01,1885,10,21,USA,TX,Pottsboro,1972,4,8,USA,OR,Portland,Gus,Fisher,August Harris,175,70,L,R,4/18/1911,5/10/1912,fishg101,fishegu01,4/8/1972,1885-10-21
fisheja01,1939,3,4,USA,MD,Frostburg,,,,,,,Jack,Fisher,John Howard,215,74,R,R,4/14/1959,9/26/1969,fishj101,fisheja01,,3/4/1939
fishejo01,1962,11,8,USA,CA,Fullerton,,,,,,,John,Fishel,John Alan,185,71,R,R,7/14/1988,10/2/1988,fishj001,fishejo01,,11/8/1962
fishele01,1877,12,13,USA,NY,Babylon,1960,5,19,USA,NY,Hempstead,Leo,Fishel,Leo,175,72,R,R,1899-05-03,1899-05-03,fishl101,fishele01,5/19/1960,1877-12-13
fishema01,1931,2,16,USA,IN,Uniondale,2022,5,13,USA,OH,Galion,Maurice,Fisher,Maurice Wayne,210,77,R,R,4/16/1955,4/16/1955,fishm101,fishema01,5/13/2022,2/16/1931
fishena01,1996,5,28,USA,NE,Omaha,,,,,,,Nate,Fisher,Nathan Charles,209,73,L,L,8/21/2022,8/21/2022,fishn001,fishena01,,5/28/1996
fishene01,1871,6,28,USA,TN,Nashville,1947,2,28,USA,IL,Chicago,Ike,Fisher,Isaac Newton,171,69,R,R,1898-05-17,1898-07-01,fishn101,fishene01,2/28/1947,1871-06-28
fishera01,1887,10,4,USA,VT,Middlebury,1982,11,3,USA,MI,Ann Arbor,Ray,Fisher,Ray Lyle,180,71,R,R,7/2/1910,10/2/1920,fishr101,fishera01,11/3/1982,1887-10-04
fishere01,1887,6,22,USA,PA,Pittsburgh,1940,1,31,USA,KY,Louisville,Red,Fisher,John Gustave,176,69,B,R,4/21/1910,6/30/1910,fishr102,fishere01,1/31/1940,1887-06-22
fishesh01,1899,1,16,USA,IA,Wesley,1994,5,15,USA,MN,St. Cloud,George,Fisher,George Aloys,170,70,L,R,4/24/1923,8/7/1932,fishs101,fishesh01,5/15/1994,1899-01-16
fisheto01,1880,11,1,USA,IN,Anderson,1972,9,3,USA,IN,Anderson,Tom,Fisher,Thomas Chalmers,185,70,R,R,4/17/1904,10/3/1904,fisht102,fisheto01,9/3/1972,1880-11-01
fisheto02,1942,4,4,USA,OH,Cleveland,2016,11,21,USA,IN,Avon,Tom,Fisher,Thomas Gene,180,72,R,R,9/20/1967,9/22/1967,fisht101,fisheto02,11/21/2016,4/4/1942
fishewi01,1894,7,18,USA,WV,Green Bottom,1960,10,24,USA,WV,Welch,Wilbur,Fisher,Wilbur McCullough,174,72,L,R,6/13/1916,6/13/1916,fishw101,fishewi01,10/24/1960,1894-07-18
fishmja01,1995,2,8,USA,MA,Sharon,,,,,,,Jake,Fishman,Jake Layton,195,75,L,L,7/31/2022,10/5/2022,fishj002,fishmja01,,2/8/1995
fiskca01,1947,12,26,USA,VT,Bellows Falls,,,,,,,Carlton,Fisk,Carlton Ernest,200,75,R,R,9/18/1969,6/22/1993,fiskc001,fiskca01,,12/26/1947
fiskema01,1888,10,12,USA,IL,Chicago,1928,5,25,USA,IL,Chicago,Max,Fiske,Maximilian Patrick,185,71,R,R,4/19/1914,10/6/1914,fiskm101,fiskema01,5/25/1928,1888-10-12
fislewe01,1843,7,6,USA,NJ,Camden,1922,12,25,USA,PA,Philadelphia,Wes,Fisler,Weston Dickson,137,66,R,R,1871-05-20,1876-09-16,fislw101,fislewe01,12/25/1922,1843-07-06
fistedo01,1984,2,4,USA,CA,Merced,,,,,,,Doug,Fister,Douglas Wildes,210,80,L,R,8/8/2009,6/8/2018,fistd001,fistedo01,,2/4/1984
fittepa01,1887,10,10,USA,PA,Lebanon,1974,1,28,USA,GA,Cartersville,Paul,Fittery,Paul Clarence,156,68,B,L,9/5/1914,10/3/1917,fittp101,fittepa01,1/28/1974,1887-10-10
fitzbch01,1904,2,13,USA,MD,Baltimore,1965,1,25,USA,MD,Baltimore,Charlie,Fitzberger,Charles Caspar,170,73,L,L,9/11/1928,9/25/1928,fitzc101,fitzbch01,1/25/1965,2/13/1904
fitzgbr01,1974,12,26,USA,VA,Woodbridge,,,,,,,Brian,Fitzgerald,Brian Michael,175,71,L,L,4/17/2002,5/1/2002,fitzb001,fitzgbr01,,12/26/1974
fitzged01,1924,5,21,USA,CA,Santa Ynez,2020,6,14,USA,CA,Folsom,Ed,FitzGerald,Edward Raymond,170,72,R,R,4/19/1948,9/15/1959,fitze101,fitzged01,6/14/2020,5/21/1924
fitzgho01,1902,5,16,USA,TX,Eagle Lake,1959,2,26,USA,TX,Mathews,Howard,Fitzgerald,Howard Chumney,163,71,L,L,9/17/1922,8/6/1926,fitzh101,fitzgho01,2/26/1959,5/16/1902
fitzgjo01,1866,,,USA,CT,Waterbury,1892,12,20,USA,CT,Waterbury,John,Fitzgerald,John J.,162,68,,R,1890-04-18,1890-07-13,fitzj101,fitzgjo02,1892-12-20,
fitzgjo02,1870,5,30,USA,MA,Natick,1921,3,31,USA,MA,Boston,John,Fitzgerald,John H.,,,,,1891-07-18,1891-10-05,fitzj103,fitzgjo03,3/31/1921,1870-05-30
fitzgjo03,1933,9,15,USA,NY,Brooklyn,,,,,,,John,Fitzgerald,John Francis,190,75,L,L,9/28/1958,9/28/1958,fitzj104,fitzgjo04,,9/15/1933
fitzgma01,1880,8,31,USA,NY,Albany,1949,9,22,USA,NY,Albany,Matty,Fitzgerald,Matthew William,185,72,R,R,9/15/1906,7/11/1907,fitzm101,fitzgma01,9/22/1949,1880-08-31
fitzgmi01,1891,6,26,USA,CA,San Mateo,1945,1,18,USA,CA,San Mateo,Justin,Fitzgerald,Justin Howard,160,68,L,R,6/20/1911,9/2/1918,fitzm102,fitzgmi01,1/18/1945,1891-06-26
fitzgmi02,1960,7,13,USA,CA,Long Beach,,,,,,,Mike,Fitzgerald,Michael Roy,185,72,R,R,9/13/1983,10/4/1992,fitzm001,fitzgmi02,,7/13/1960
fitzgmi03,1964,3,28,USA,GA,Savannah,,,,,,,Mike,Fitzgerald,Michael Patrick,196,73,R,R,6/23/1988,7/10/1988,fitzm002,fitzgmi03,,3/28/1964
fitzgra01,1904,12,5,USA,MA,Chicopee,1977,9,6,USA,MA,Westfield,Ray,Fitzgerald,Raymond Francis,168,69,R,R,4/18/1931,4/18/1931,fitzr101,fitzgra01,9/6/1977,12/5/1904
fitzgwa01,1868,4,,USA,PA,,1930,11,7,USA,AZ,Phoenix,Warren,Fitzgerald,Warren Bartholomew,162,69,,L,1891-06-04,1892-06-08,fitzw101,fitzgjo01,11/7/1930,
fitzkpa01,1900,7,30,USA,WI,La Crosse,1950,6,30,USA,CA,Sacramento,Paul,Fitzke,Robert Paul,185,71,R,R,9/1/1924,9/1/1924,fitzp101,fitzkpa01,6/30/1950,7/30/1900
fitzmal01,1946,3,21,USA,NY,Buffalo,,,,,,,Al,Fitzmorris,Alan James,190,74,B,R,9/8/1969,9/29/1978,fitza101,fitzmal01,,3/21/1946
fitzmsh01,1942,8,25,USA,MA,Worcester,,,,,,,Shaun,Fitzmaurice,Shaun Earle,180,72,R,R,9/9/1966,10/2/1966,fitzs101,fitzmsh01,,8/25/1942
fitzped01,1889,12,9,USA,PA,Lewiston,1965,10,23,USA,PA,Bethlehem,Ed,Fitzpatrick,Edward Henry,165,68,R,R,4/17/1915,10/4/1917,fitze102,fitzped01,10/23/1965,1889-12-09
fitzsfr01,1901,7,28,USA,IN,Mishawaka,1979,11,18,USA,CA,Yucca Valley,Freddie,Fitzsimmons,Fred Landis,185,71,R,R,8/12/1925,7/16/1943,fitzf101,fitzsfr01,11/18/1979,7/28/1901
fitzsto01,1890,4,6,USA,CA,Oakland,1971,12,20,USA,CA,Oakland,Tom,Fitzsimmons,Thomas William,190,73,R,R,6/12/1919,6/25/1919,fitzt101,fitzsto01,12/20/1971,1890-04-06
flaaja01,1992,6,10,USA,ND,Bismarck,,,,,,,Jay,Flaa,Jay Thomas,225,75,R,R,4/27/2021,5/29/2021,flaaj001,flaaja01,,6/10/1992
flackma01,1890,2,5,USA,IL,Belleville,1975,7,31,USA,IL,Belleville,Max,Flack,Max John,148,67,L,L,4/16/1914,9/3/1925,flacm101,flackma01,7/31/1975,1890-02-05
flagewa01,1921,11,3,USA,IL,Chicago Heights,1990,12,16,USA,OR,Keizer,Wally,Flager,Walter Leonard,160,71,L,R,4/17/1945,8/8/1945,flagw101,flagewa01,12/16/1990,11/3/1921
