playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,meFirst,meLast,meGiven,weight,height,bats,throws,debut,filGame,retroID,bbrefID,deathDate,birthDate
figaral01,1984,7,7,D.R.,Sama,Sama,,,,,,,Alfredo,Figaro,Alfredo,190,72,R,R,6/20/2009,9/7/2014,figaa001,figaral01,,7/7/1984
figuebi01,1964,2,7,D.R.,Distrito ciol,Santo Domingo,,,,,,,Bien,Figueroa,Bienvenido,170,70,R,R,5/17/1992,10/4/1992,figub001,figuebi01,,2/7/1964
figueed01,1948,10,14,P.R.,,Ciales,,,,,,,Ed,Figueroa,Eduardo,190,73,R,R,4/9/1974,9/27/1981,figue101,figueed01,,10/14/1948
figueje01,1957,2,20,D.R.,Distrito ciol,Santo Domingo,,,,,,,Jesus,Figueroa,Jesus Maria,160,70,L,L,4/22/1980,10/5/1980,figuj101,figueje01,,2/20/1957
figuelu01,1974,2,16,P.R.,,Bayamon,,,,,,,Luis,Figueroa,Luis R.,165,69,B,R,6/27/2001,6/25/2007,figul001,figuelu01,,2/16/1974
figuepe01,1985,11,23,D.R.,Distrito ciol,Santo Domingo,,,,,,,Pedro,Figueroa,Pedro Jose,215,72,L,L,4/21/2012,4/22/2014,figup001,figuepe01,,11/23/1985
fisheha01,1926,1,3,CAN,ON,Newbury,1981,9,20,CAN,ON,Waterloo,Harry,Fisher,Harry Devereaux,180,72,L,R,9/16/1951,8/8/1952,fishh101,fisheha01,9/20/1981,1/3/1926
fitzgde01,1865,3,,United Kingdom,,,1936,10,16,USA,CT,New Haven,Dennis,Fitzgerald,Dennis S.,160,70,,,1890-04-17,1890-04-18,fitzd101,fitzgde01,10/16/1936,
flandyo01,1986,1,27,D.R.,El Seibo,El Seibo,,,,,,,Yohan,Flande,Yohan Carlos,180,74,L,L,6/25/2014,6/28/2016,flany001,flandyo01,,1/27/1986
fleitan01,1914,11,10,Cuba,,Los Abreus,2006,7,10,USA,FL,Miami,Angel,Fleitas,Angel Felix,160,69,R,R,7/5/1948,8/10/1948,fleia101,fleitan01,7/10/2006,11/10/1914
floregi01,1952,10,27,P.R.,,Ponce,,,,,,,Gil,Flores,Gilberto,185,72,R,R,5/8/1977,9/30/1979,florg101,floregi01,,10/27/1952
floreje01,1914,11,2,Mexico,Jalisco,Guadalajara,1991,12,17,USA,CA,Orange,Jesse,Flores,Jesse Sandoval,175,70,R,R,4/16/1942,9/17/1950,florj101,floreje01,12/17/1991,11/2/1914
floreje02,1984,10,26,Venezuela,Sucre,Carupano,,,,,,,Jesus,Flores,Jesus Miguel,210,73,R,R,4/4/2007,10/3/2012,florj002,floreje02,,10/26/1984
floreke01,1991,11,24,D.R.,Azua,Azua,,,,,,,Kendry,Flores,Kendry,195,74,R,R,6/6/2015,5/14/2016,flork002,floreke01,,11/24/1991
florera02,1992,3,26,Venezuela,Baris,Baris,,,,,,,Ramon,Flores,Ramon,190,70,L,L,5/30/2015,8/3/2017,florr003,florera02,,3/26/1992
florewi01,1991,8,6,Venezuela,Carabobo,Valencia,,,,,,,Wilmer,Flores,Wilmer Alejandro,213,74,R,R,8/6/2013,10/5/2022,florw001,florewi01,,8/6/1991
flories01,1997,11,25,D.R.,Baraho,Baraho,,,,,,,Estevan,Florial,Estevan Haniel,195,73,L,R,8/28/2020,9/13/2022,flore001,flories01,,11/25/1997
floripe01,1986,12,10,D.R.,La Roma,La Roma,,,,,,,Pedro,Florimon,Pedro Alexander,185,74,B,R,9/10/2011,9/27/2018,florp001,floripe01,,12/10/1986
flynnmi01,1872,3,15,Ireland,Kildare,,1941,6,16,USA,CA,Los Angeles,Mike,Flynn,Michael J.,,,,,1891-08-31,1891-08-31,flynm101,flynnmi01,6/16/1941,1872-03-15
foleycu01,1856,1,14,Ireland,,Milltown,1898,10,20,USA,NY,New York,Curry,Foley,Charles Joseph,160,70,,L,1879-05-13,1883-09-05,folec101,foleycu01,1898-10-20,1856-01-14
fontwi01,1990,5,24,Venezuela,La Guaira,La Guaira,,,,,,,Wilmer,Font,Wilmer,255,76,R,R,9/18/2012,9/22/2020,fontw001,fontwi01,,5/24/1990
fordge01,1881,4,16,CAN,NS,Milton,1973,8,23,USA,FL,Dunedin,Gene,Ford,Eugene Wyman,170,72,R,R,5/5/1905,7/1/1905,fordg101,fordge01,8/23/1973,1881-04-16
fordru01,1883,4,25,CAN,MB,Brandon,1960,1,24,USA,NC,Rockingham,Russ,Ford,Russell William,175,71,R,R,4/28/1909,8/16/1915,fordr101,fordru01,1/24/1960,1883-04-25
fordwe01,1946,11,25,Bahamas,New Providence,ssau,1980,7,8,Bahamas,New Providence,ssau,Wenty,Ford,Percival Edmund Wentworth,165,71,R,R,9/10/1973,9/30/1973,fordw102,fordwe01,7/8/1980,11/25/1946
fornimi01,1932,1,18,Cuba,La Haba,La Haba,1998,2,11,USA,FL,St. Petersburg,Mike,Fornieles,Jose Miguel,155,71,R,R,9/2/1952,7/14/1963,fornm101,fornimi01,2/11/1998,1/18/1932
fortuba01,1974,8,24,D.R.,Distrito ciol,Santo Domingo,,,,,,,Bartolome,Fortuto,Bartolome,210,73,R,R,6/29/2004,5/7/2006,fortb001,fortuba01,,8/24/1974
fossato01,1957,9,23,Cuba,La Haba,La Haba,,,,,,,Tony,Fossas,Emilio Antonio,195,72,L,L,5/15/1988,5/14/1999,fosst001,fossato01,,9/23/1957
fowledi01,1921,3,30,CAN,ON,Toronto,1972,5,22,USA,NY,Oneonta,Dick,Fowler,Richard John,215,76,R,R,9/13/1941,9/1/1952,fowld101,fowledi01,5/22/1972,3/30/1921
foxlu01,1997,7,2,Bahamas,New Providence,ssau,,,,,,,Lucius,Fox,Lucius Kadeem,192,73,B,R,4/10/2022,5/1/2022,fox-l001,foxlu01,,7/2/1997
francen01,1992,12,29,Venezuela,Anzoategui,Aco,,,,,,,Enderson,Franco,Enderson Daniel,241,73,R,R,9/18/2019,9/29/2019,frane001,francen01,,12/29/1992
francfr01,1979,9,11,D.R.,Distrito ciol,Santo Domingo,,,,,,,Frank,Francisco,Franklin,250,74,R,R,5/14/2004,5/20/2014,franf001,francfr01,,9/11/1979
francje01,1981,1,8,CAN,BC,Vancouver,,,,,,,Jeff,Francis,Jeffrey William,220,77,L,L,8/25/2004,10/4/2015,franj003,francje01,,1/8/1981
francju01,1958,8,23,D.R.,Hato Mayor,Hato Mayor del Rey,,,,,,,Julio,Franco,Julio Cesar,160,72,R,R,4/23/1982,9/17/2007,franj002,francju01,,8/23/1958
francju02,1987,6,24,D.R.,Monsenor Nouel,Boo,,,,,,,Juan,Francisco,Juan Ramon,245,74,L,R,9/14/2009,9/28/2014,franj005,francju02,,6/24/1987
francma02,1992,8,26,D.R.,Azua,Azua,,,,,,,Maikel,Franco,Maikel Antonio,225,73,R,R,9/2/2014,8/20/2022,franm004,francma02,,8/26/1992
francwa01,2001,3,1,D.R.,Peravia,Bani,,,,,,,Wander,Franco,Wander Samuel,189,70,B,R,6/22/2021,10/4/2022,franw002,francwa01,,3/1/2001
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
freiral01,1974,8,23,Venezuela,Distrito Federal,Caracas,,,,,,,Alejandro,Freire,Alejandro,225,74,R,R,8/9/2005,10/1/2005,freia001,freiral01,,8/23/1974
friasca01,1989,11,13,D.R.,Maria Trinidad Sanchez,gua,,,,,,,Carlos,Frias,Carlos David,195,76,R,R,8/4/2014,7/7/2016,friac001,friasca01,,11/13/1989
friasha01,1973,12,5,D.R.,San Cristobal,Villa Altagracia,,,,,,,Hanley,Frias,Hanley,160,72,B,R,6/21/1997,10/1/2000,friah001,friasha01,,12/5/1973
friaslu01,1998,5,23,D.R.,Maria Trinidad Sanchez,Rio San Juan,,,,,,,Luis,Frias,Luis David,245,75,R,R,9/19/2021,9/27/2022,frial001,friaslu01,,5/23/1998
friaspe01,1948,7,14,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Pepe,Frias,Jesus Maria,159,70,R,R,4/6/1973,8/26/1981,friap101,friaspe01,,7/14/1948
frierer01,1985,7,19,Colombia,Bolivar,Arjo,,,,,,,Ernesto,Frieri,Ernesto,205,72,R,R,9/26/2009,7/3/2017,friee001,frierer01,,7/19/1985
frobedo01,1959,6,6,CAN,ON,Ottawa,,,,,,,Doug,Frobel,Douglas Steven,196,76,L,R,9/5/1982,8/23/1987,frobd001,frobedo01,,6/6/1959
frutoem01,1984,6,6,Colombia,Bolivar,Cartage,,,,,,,Emiliano,Fruto,Emiliano Ricardo,230,75,R,R,5/14/2006,9/29/2006,frute001,frutoem01,,6/6/1984
fuchsju99,1878,4,17,Germany,Hamburg,Hamburg,1961,12,5,USA,MA,Boston,Judge,Fuchs,Emil Edwin,,,,,,,fuche801,fuchsju99,12/5/1961,1878-04-17
fuentmi01,1946,5,10,P.R.,,Loiza Aldea,1970,1,29,P.R.,,Loiza Aldea,Miguel,Fuentes,Miguel,160,72,R,R,9/1/1969,10/2/1969,fuenm101,fuentmi01,1/29/1970,5/10/1946
fuentti01,1942,1,4,Cuba,La Haba,La Haba,,,,,,,Tito,Fuentes,Rigoberto,175,71,B,R,8/18/1965,7/9/1978,fuent101,fuentti01,,1/4/1942
fujikky01,1980,7,21,Japan,Kochi,Kochi,,,,,,,Kyuji,Fujikawa,Kyuji,190,72,L,R,4/1/2013,5/15/2015,fujik001,fujikky01,,7/21/1980
fukudko01,1977,4,26,Japan,Kagoshima,So-gun,,,,,,,Kosuke,Fukudome,Kosuke,200,72,L,R,3/31/2008,6/3/2012,fukuk001,fukudko01,,4/26/1977
fukumka01,1976,8,4,Japan,Miyazaki,Miyakonojo,,,,,,,Kazuo,Fukumori,Kazuo,175,72,R,R,3/31/2008,4/24/2008,fukuk002,fukumka01,,8/4/1976
furcara01,1977,10,24,D.R.,Dajabon,Loma de Cabrera,,,,,,,Rafael,Furcal,Rafael,195,68,B,R,4/4/2000,6/21/2014,furcr001,furcara02,,10/24/1977
gabir01,1983,8,31,D.R.,Santiago,Santiago,,,,,,,Armando,Gabino,Armando Leisdeker,210,75,R,R,8/25/2009,8/26/2010,gabia001,gabir01,,8/31/1983
gagneer01,1976,1,7,CAN,QC,Montreal,,,,,,,Eric,Gagne,Eric Serge,195,74,R,R,9/7/1999,9/25/2008,gagne001,gagneer01,,1/7/1976
gaisefr01,1885,8,31,Germany,Baden-Wurttemberg,Stuttgart,1918,10,9,USA,NJ,Trenton,Fred,Gaiser,Frederick Jacob,175,68,R,R,9/3/1908,9/3/1908,gaisf101,gaisefr01,10/9/1918,1885-08-31
galaran01,1961,6,18,Venezuela,Distrito Federal,Caracas,,,,,,,Andres,Galarraga,Andres Jose,235,75,R,R,8/23/1985,10/3/2004,galaa001,galaran01,,6/18/1961
galarar01,1982,1,15,Venezuela,Sucre,Cuma,,,,,,,Armando,Galarraga,Armando Antonio,230,75,R,R,9/15/2007,8/19/2012,galaa002,galarar01,,1/15/1982
gallayo01,1986,2,27,Mexico,Michoacan,Penjamillo,,,,,,,Yovani,Gallardo,Yovani,205,74,R,R,6/18/2007,9/30/2018,gally001,gallayo01,,2/27/1986
gallegi01,1991,8,14,Mexico,Sonora,Ciudad Obregon,,,,,,,Giovanny,Gallegos,Giovanny,215,74,R,R,5/12/2017,10/3/2022,gallg001,gallegi01,,8/14/1991
galveba01,1964,3,31,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Balvino,Galvez,Balvino,170,72,R,R,5/7/1986,10/5/1986,galvb001,galveba01,,3/31/1964
galvifr01,1989,11,14,Venezuela,Falcon,Punto Fijo,,,,,,,Freddy,Galvis,Freddy Jose,190,70,B,R,4/5/2012,10/3/2021,galvf001,galvifr01,,11/14/1989
garabed01,1976,12,2,D.R.,San Cristobal,Bajos de Hai,,,,,,,Eddy,Garabito,Eddy Jorge,186,68,B,R,5/27/2005,8/8/2005,garae001,garabed01,,12/2/1976
garatvi01,1984,9,25,Venezuela,Aragua,Maracay,,,,,,,Victor,Garate,Victor Jose,210,73,L,L,9/5/2009,9/22/2009,garav001,garatvi01,,9/25/1984
garbeba01,1956,12,4,Cuba,Santiago de Cuba,Santiago de Cuba,,,,,,,Barbaro,Garbey,Barbaro,170,70,R,R,4/3/1984,10/2/1988,garbb001,garbeba01,,12/4/1956
garcefr01,1990,1,17,D.R.,San Cristobal,San Cristobal,,,,,,,Frank,Garces,Frank Yeury,175,71,L,L,8/19/2014,10/4/2015,garcf003,garcefr01,,1/17/1990
garceri01,1971,5,18,Venezuela,Aragua,Maracay,,,,,,,Rich,Garces,Richard Aron,250,72,R,R,9/18/1990,7/20/2002,garcr001,garceri01,,5/18/1971
garciad01,1985,4,12,Cuba,,Ciego de Avila,,,,,,,Adonis,Garcia,Adonis,205,69,R,R,5/19/2015,10/1/2017,garca004,garciad01,,4/12/1985
garciad02,1993,3,2,Cuba,,Ciego de Avila,,,,,,,Adolis,Garcia,Jose Adolis,205,73,R,R,8/8/2018,10/5/2022,garca005,garciad02,,3/2/1993
garciam01,1975,5,20,D.R.,Distrito ciol,Santo Domingo,,,,,,,Amaury,Garcia,Amaury Miguel,160,70,R,R,7/5/1999,10/3/1999,garca001,garciam01,,5/20/1975
garcian01,1981,3,23,D.R.,Distrito ciol,Santo Domingo,,,,,,,Anderson,Garcia,Anderson,180,74,R,R,7/7/2007,7/7/2007,garca002,garcian01,,3/23/1981
garciav01,1991,6,12,Venezuela,Anzoategui,Aco,,,,,,,Avisail,Garcia,Avisail Antonio,250,76,R,R,8/31/2012,10/4/2022,garca003,garciav01,,6/12/1991
garcica01,1967,10,15,Venezuela,Tachira,Tachira,,,,,,,Carlos,Garcia,Carlos Jesus,185,73,R,R,9/20/1990,4/15/1999,garcc001,garcica01,,10/15/1967
garcich01,1924,12,24,Mexico,Veracruz,Veracruz,2007,8,16,Mexico,Nuevo Leon,Monterrey,Chico,Garcia,Vinicio Otilio,170,68,R,R,4/24/1954,9/20/1954,garcc101,garcich01,8/16/2007,12/24/1924
garcida01,1957,2,7,D.R.,Espaillat,Moca,2020,4,15,D.R.,Distrito ciol,Santo Domingo,Damaso,Garcia,Damaso Domingo,165,73,R,R,6/24/1978,9/12/1989,garcd001,garcida01,4/15/2020,2/7/1957
garcide01,1999,5,19,D.R.,Monsenor Nouel,Boo,,,,,,,Deivi,Garcia,Deivi Anderson,163,69,R,R,8/30/2020,5/29/2021,garcd003,garcide01,,5/19/1999
garcide02,1998,1,7,D.R.,Distrito ciol,Santo Domingo,,,,,,,Dermis,Garcia,Dermis,200,75,R,R,7/12/2022,10/5/2022,garcd004,garcide02,,1/7/1998
garcied01,1996,10,4,D.R.,San Cristobal,Saba Grande de Palenque,,,,,,,Edgar,Garcia,Edgar Ernesto,205,73,R,R,5/6/2019,8/26/2021,garce001,garcied01,,10/4/1996
garcifr01,1972,8,1,D.R.,La Roma,La Roma,,,,,,,Freddy,Garcia,Freddy Adrian,190,74,R,R,5/2/1995,10/3/1999,garcf001,garcifr01,,8/1/1972
garcifr02,1976,10,6,Venezuela,Distrito Federal,Caracas,,,,,,,Freddy,Garcia,Freddy Antonio,250,76,R,R,4/7/1999,9/24/2013,garcf002,garcifr03,,10/6/1976
garcigu01,1972,4,4,D.R.,Santiago,Santiago,,,,,,,Guillermo,Garcia,Guillermo Antonio,215,75,R,R,7/19/1998,4/11/1999,garcg001,garcigu01,,4/4/1972
garciha01,1984,3,16,Venezuela,Distrito Federal,Caracas,,,,,,,Harvey,Garcia,Harvey Anderson,170,74,R,R,9/3/2007,9/29/2007,garch001,garciha01,,3/16/1984
garcija01,1980,7,25,D.R.,San Cristobal,San Cristobal,,,,,,,Santiago,Casilla,Santiago,210,72,R,R,8/9/2004,7/13/2018,garcj002,garcija01,,7/25/1980
garcija02,1986,7,8,Mexico,Tamaulipas,Reynosa,,,,,,,Jaime,Garcia,Jaime Omar,215,74,L,L,7/11/2008,10/1/2018,garcj004,garcija02,,7/8/1986
garcija04,1993,1,18,D.R.,Distrito ciol,Santo Domingo,,,,,,,Jarlin,Garcia,Jarlin Emmanuel,210,75,L,L,4/14/2017,10/3/2022,garcj006,garcija04,,1/18/1993
garcijo01,1985,1,7,D.R.,Dajabon,Dajabon,,,,,,,Jose,Garcia,Jose Luis,165,71,R,R,9/11/2006,10/1/2006,garcj003,garcijo01,,1/7/1985
garcijo02,1998,4,5,Cuba,La Haba,La Haba,,,,,,,Jose,Barrero,Jose Israel,175,74,R,R,8/27/2020,10/5/2022,garcj007,garcijo02,,4/5/1998
garcika01,1975,10,29,Mexico,Sonora,Ciudad Obregon,,,,,,,Karim,Garcia,Gustavo Karim,210,72,L,L,9/2/1995,8/24/2004,garck002,garcika01,,10/29/1975
garcile01,1962,11,6,D.R.,Santiago,Santiago,,,,,,,Leo,Garcia,Leordo Antonio,160,68,L,L,4/6/1987,6/1/1988,garcl001,garcile01,,11/6/1962
garcile02,1991,3,18,D.R.,Santiago,Santiago,,,,,,,Leury,Garcia,Leury,190,68,B,R,4/6/2013,9/20/2022,garcl004,garcile02,,3/18/1991
garcilu01,1975,5,20,D.R.,Duarte,San Francisco de Macoris,,,,,,,Luis,Garcia,Luis Rafael,175,72,R,R,4/5/1999,5/3/1999,garcl002,garcilu01,,5/20/1975
garcilu02,1975,9,22,Mexico,Sonora,Hermosillo,,,,,,,Luis,Garcia,Luis Carlos,215,75,R,R,4/10/2002,5/30/2002,garcl003,garcilu02,,9/22/1975
garcilu03,1987,1,30,D.R.,Distrito ciol,Santo Domingo,,,,,,,Luis,Garcia,Luis Amado,240,74,R,R,7/10/2013,10/4/2022,garcl005,garcilu03,,1/30/1987
garcilu05,1996,12,13,Venezuela,Bolivar,Bolivar,,,,,,,Luis,Garcia,Luis Heibardo,244,73,R,R,9/4/2020,10/2/2022,garcl007,garcilu05,,12/13/1996
garcima01,2000,3,3,Venezuela,Vargas,La Saba,,,,,,,Maikel,Garcia,Maikel Jose,145,72,R,R,7/15/2022,8/17/2022,garcm003,garcima01,,3/3/2000
garcimi02,1967,4,3,Venezuela,Distrito Federal,Caracas,,,,,,,Miguel,Garcia,Miguel Angel,173,71,L,L,4/30/1987,7/22/1989,garcm001,garcimi02,,4/3/1967
garcion01,1989,8,2,Cuba,Guantamo,Guantamo,,,,,,,Onelki,Garcia,Onelki,225,75,L,L,9/11/2013,9/2/2017,garco001,garcion01,,8/2/1989
garcipe01,1950,4,17,P.R.,,Guayama,,,,,,,Pedro,Garcia,Pedro Modesto,175,70,R,R,4/6/1973,6/8/1977,garcp101,garcipe01,,4/17/1950
garcira01,1924,3,5,Cuba,,La Esperanza,2001,12,25,Cuba,La Haba,La Haba,Ramon,Garcia,Ramon,170,70,R,R,4/19/1948,5/31/1948,garcr101,garcira01,12/25/2001,3/5/1924
garcira03,1969,2,9,Venezuela,Portuguesa,Guare,,,,,,,Ramon,Garcia,Ramon Antonio,200,74,R,R,5/31/1991,9/26/1997,garcr002,garcira03,,2/9/1969
garcire01,1974,4,15,D.R.,Maria Trinidad Sanchez,gua,,,,,,,Reyldo,Garcia,Reyldo,170,75,R,R,7/19/2002,9/26/2003,garcr003,garcire01,,4/15/1974
garciro01,1979,1,3,Venezuela,Aragua,Maracay,2011,12,29,Venezuela,Aragua,Central Regiol Highway,Rosman,Garcia,Rosman Jose,215,74,R,R,4/19/2003,8/8/2004,garcr004,garciro01,12/29/2011,1/3/1979
garciro02,1993,3,28,D.R.,San Juan,Las Matas de Farfan,,,,,,,Robel,Garcia,Robel Estiwal,195,72,B,R,7/3/2019,9/1/2021,garcr005,garciro02,,3/28/1993
garciro03,1997,12,19,D.R.,Valverde,Mao,,,,,,,Rony,Garcia,Rony Javier,200,75,R,R,7/28/2020,7/24/2022,garcr007,garciro03,,12/19/1997
garciwi01,1992,9,4,D.R.,Distrito ciol,Santo Domingo,,,,,,,Willy,Garcia,Willy Camilo,215,74,R,R,4/14/2017,9/27/2017,garcw001,garciwi01,,9/4/1992
garciyi01,1990,8,18,D.R.,Espaillat,Moca,,,,,,,Yimi,Garcia,Yimi,230,73,R,R,9/1/2014,10/5/2022,garcy001,garciyi01,,8/18/1990
gardero01,1957,10,24,Germany,Hesse,Butzbach,,,,,,,Ron,Gardenhire,Rold Clyde,175,72,R,R,9/1/1981,10/6/1985,gardr001,gardero01,,10/24/1957
gardimi01,1965,10,19,CAN,ON,Sarnia,,,,,,,Mike,Gardiner,Michael James,185,72,B,R,9/8/1990,7/2/1995,gardm002,gardimi01,,10/19/1965
gardl01,1861,4,28,CAN,ON,Toronto,1926,6,18,USA,MA,Danvers,Alex,Gardner,Alexander,,,R,,1884-05-10,1884-05-10,garda102,gardl01,6/18/1926,1861-04-28
garibda01,1973,2,14,Mexico,Baja California,Maneadero,,,,,,,Daniel,Garibay,Daniel,154,68,L,L,4/9/2000,9/16/2000,garid001,garibda01,,2/14/1973
garrigi01,1941,6,26,Pama,Pama,Pama,,,,,,,Gil,Garrido,Gil Gonzalo,150,69,R,R,4/24/1964,10/3/1972,garrg101,garrigi01,,6/26/1941
,,,,,,,,,,,,,,,,,,,,,,,,,
germado01,1992,8,4,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Domingo,German,Domingo,181,74,R,R,6/11/2017,10/5/2022,germd001,germado01,,8/4/1992
germaes01,1978,1,26,D.R.,San Cristobal,Bajos de Hai,,,,,,,Esteban,German,Esteban,195,69,R,R,5/21/2002,9/27/2011,germe001,germaes01,,1/26/1978
germafr01,1980,1,20,D.R.,San Cristobal,San Cristobal,,,,,,,Franklyn,German,Franklyn Miguel,260,79,R,R,9/7/2002,5/20/2008,germf001,germafr01,,1/20/1980
germego01,1987,9,23,D.R.,La Roma,Guaymate,,,,,,,Gonzalez,Germen,Gonzalez German,200,73,R,R,7/12/2013,8/10/2016,germg001,germego01,,9/23/1987
geronce01,1948,3,11,D.R.,El Seibo,El Seibo,,,,,,,Cesar,Geronimo,Cesar Francisco,165,72,L,L,4/16/1969,8/28/1983,geroc101,geronce01,,3/11/1948
gervasa01,1985,1,10,D.R.,Hato Mayor,Saba de la Mar,,,,,,,Sammy,Gervacio,Samuel,175,72,R,R,8/14/2009,5/3/2010,gervs001,gervasa01,,1/10/1985
gettmja01,1875,10,25,Russia,,Medveditsa,1956,10,4,USA,CO,Denver,Jake,Gettman,Jacob John,185,71,B,L,1897-08-20,1899-05-19,gettj101,gettmja01,10/4/1956,1875-10-25
getzich01,1864,2,14,Germany,,,1932,6,19,USA,IL,Chicago,Pretzels,Getzien,Charles H.,172,70,R,R,1884-08-13,1892-07-19,getzp101,getzich01,6/19/1932,1864-02-14
gibsoge01,1880,7,22,CAN,ON,London,1967,1,25,CAN,ON,London,George,Gibson,George C.,190,71,R,R,7/2/1905,8/20/1918,gibsg101,gibsoge01,1/25/1967,1880-07-22
gilbe01,1972,10,6,Mexico,Baja California,Tijua,,,,,,,Benji,Gil,Romar Benjamin,210,74,R,R,4/5/1993,7/31/2003,gil-b001,gilbe01,,10/6/1972
gilgahu01,1852,,,Ireland,,,1887,6,17,USA,NY,New York,Hugh,Gilgan,Hugh J.,,,,,,,gilgh101,gilgahu01,1887-06-17,
gilge01,1975,8,7,Mexico,Oaxaca,Estacion Lagus,,,,,,,Geronimo,Gil,Geronimo,240,75,R,R,9/8/2001,8/22/2007,gil-g001,gilge01,,8/7/1975
gilgu01,1939,4,19,Venezuela,Distrito Federal,Caracas,2015,12,8,USA,AZ,Phoenix,Gus,Gil,Tomas Gustavo,180,70,R,R,4/11/1967,6/30/1971,gil-g101,gilgu01,12/8/2015,4/19/1939
gilje01,1982,10,14,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Jerry,Gil,Jerry Bienvenido,215,75,R,R,8/22/2004,9/27/2007,gil-j001,gilje01,,10/14/1982
gillu01,1998,6,3,D.R.,Azua,Azua,,,,,,,Luis,Gil,Luis Angel,185,74,R,R,8/3/2021,5/12/2022,gil-l001,gillu01,,6/3/1998
gimen01,1998,9,4,Venezuela,Lara,Barquisimeto,,,,,,,Andres,Gimenez,Andres Alfonso,161,71,L,R,7/24/2020,10/5/2022,gimea001,gimen01,,9/4/1998
gimenhe01,1982,9,28,Venezuela,Yaracuy,San Felipe,,,,,,,Hector,Gimenez,Hector C.,230,70,B,R,9/25/2006,6/29/2013,gimeh001,gimenhe01,,9/28/1982
gladuro01,1911,5,10,CAN,QC,Montreal,1994,7,26,CAN,QC,Montreal,Roland,Gladu,Joseph Albert Rolland Edouard,185,68,L,R,4/18/1944,5/24/1944,gladr101,gladuro01,7/26/1994,5/10/1911
godoyjo01,1994,10,13,Venezuela,Zulia,Maracaibo,,,,,,,Jose,Godoy,Jose Alberto,200,71,L,R,5/21/2021,9/30/2022,godoj001,godoyjo01,,10/13/1994
goharlu01,1996,7,31,Brazil,Sao Paulo,Tupa,,,,,,,Luiz,Gohara,Luiz Henrique,265,75,L,L,9/6/2017,7/8/2018,gohal001,goharlu01,,7/31/1996
goldsiz01,1908,6,6,Ukriane,,Odesa,1993,9,24,USA,FL,Delray Beach,Izzy,Goldstein,Isidore,160,72,B,R,4/24/1932,7/27/1932,goldi101,goldsiz01,9/24/1993,6/6/1908
gomesya01,1987,7,19,Brazil,Sao Paulo,Sao Paulo,,,,,,,Yan,Gomes,Yan,212,74,R,R,5/17/2012,10/3/2022,gomey001,gomesya01,,7/19/1987
gomezal01,1978,8,8,D.R.,Dajabon,Loma de Cabrera,,,,,,,Alexis,Gomez,Alexis de Jesus,180,74,L,L,6/16/2002,9/28/2006,gomea001,gomezal01,,8/8/1978
gomezca01,1985,12,4,D.R.,Santiago,Santiago,,,,,,,Carlos,Gomez,Carlos Argelis,220,75,R,R,5/13/2007,6/29/2019,gomec002,gomezca01,,12/4/1985
gomezch01,1909,3,23,Mexico,Siloa,Mazatlan,1992,12,1,Mexico,Tamaulipas,Nuevo Laredo,Chile,Gomez,Jose Luis,165,70,R,R,7/27/1935,5/30/1942,gomec101,gomezch01,12/1/1992,3/23/1909
gomezhe01,1988,3,5,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Hector,Gomez,Hector Alexis,195,75,R,R,9/16/2011,8/5/2015,gomeh001,gomezhe01,,3/5/1988
gomezje01,1988,2,10,Venezuela,Distrito Federal,Caracas,,,,,,,Jeanmar,Gomez,Jeanmar Alejandro,215,75,R,R,7/18/2010,5/19/2019,gomej002,gomezje01,,2/10/1988
gomezle02,1966,3,2,P.R.,,Canovas,,,,,,,Leo,Gomez,Leordo,180,72,R,R,9/17/1990,9/29/1996,gomel001,gomezle02,,3/2/1966
gomezlu01,1951,8,19,Mexico,Jalisco,Guadalajara,,,,,,,Luis,Gomez,Luis,150,69,R,R,4/28/1974,10/4/1981,gomel101,gomezlu01,,8/19/1951
gomezma01,1984,9,7,D.R.,Peravia,Bani,,,,,,,Mauro,Gomez,Mauro Alexis,230,74,R,R,5/13/2012,10/1/2012,gomem001,gomezma01,,9/7/1984
gomezmi01,1992,12,17,D.R.,Distrito ciol,Santo Domingo,,,,,,,Miguel,Gomez,Miguel Angel,206,69,B,R,7/7/2017,5/27/2018,gomem002,gomezmi01,,12/17/1992
gomezpr01,1923,4,20,Cuba,,Central Preston,2009,1,13,USA,CA,Fullerton,Preston,Gomez,Preston,170,71,R,R,5/5/1944,8/12/1944,gomep101,gomezpr01,1/13/2009,4/20/1923
gomezro01,1989,8,3,D.R.,Santiago,Santiago,,,,,,,Roberto,Gomez,Roberto Ezequiel,200,78,R,R,9/5/2017,4/28/2018,gomer002,gomezro01,,8/3/1989
