playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws
brownan02,1984,9,10,USA,TX,Dallas,,,,,,,Andrew,Brown,Andrew Marshall,200,72,R,R
brownba01,1984,12,28,USA,GA,Brunswick,,,,,,,Barret,Browning,Gary Barret,230,74,L,L
brownbi01,1893,7,8,USA,TX,Coleman,1965,5,13,USA,TX,Lubbock,Bill,Brown,William Verna,185,68,L,L
brownbo01,1889,2,20,USA,NJ,Woodbury,1977,2,8,USA,NJ,Burlington,Boardwalk,Brown,Carroll William,178,73,R,R
brownbo02,1911,4,1,USA,MA,Dorchester,1990,8,3,USA,MA,Pembroke,Bob,Brown,Robert Murray,190,72,R,R
brownbo03,1924,10,25,USA,WA,Seattle,2021,3,25,USA,TX,Fort Worth,Bobby,Brown,Robert William,180,73,L,R
brownbo04,1954,5,25,USA,VA,Norfolk,,,,,,,Bobby,Brown,Rogers Lee,190,74,B,R
brownbr01,1971,6,22,USA,CA,Porterville,,,,,,,Brant,Brown,Brant Michael,220,75,L,L
brownbr02,1985,6,20,USA,GA,Statesboro,,,,,,,Brooks,Brown,Brooks Steven,205,75,L,R
brownbu01,1881,8,31,USA,IA,Boone,1914,2,9,USA,IA,Sioux City,Buster,Brown,Charles Edward,180,72,R,R
brownby01,1942,12,27,USA,MO,St. Joseph,,,,,,,Byron,Browne,Byron Ellis,190,74,R,R
brownca01,1938,3,16,USA,OK,Burns Flat,,,,,,,Cal,Browning,Calvin Duane,190,71,L,L
brownch01,1871,8,17,USA,IN,Bluffton,1938,4,3,USA,OH,Monclova,Charlie,Brown,Charles Edward,180,72,,L
brownch02,1961,8,15,USA,MS,Jackson,2006,12,26,USA,TX,Houston,Chris,Brown,John Christopher,185,72,R,R
browncl01,1903,7,8,USA,PA,Blackash,1955,12,31,USA,OH,Rocky River,Clint,Brown,Clinton Harold,190,73,L,R
brownco01,1985,11,26,USA,FL,Tampa,,,,,,,Corey,Brown,Corey Allen,200,73,L,L
browncu01,1888,12,9,USA,KS,Spring Hill,1968,6,10,USA,KS,Spring Hill,Curly,Brown,Charles Roy,165,70,L,L
browncu02,1945,9,14,USA,CA,Sacramento,,,,,,,Curtis,Brown,Curtis,180,71,R,R
browncu03,1960,1,15,USA,FL,Fort Lauderdale,,,,,,,Curt,Brown,Curtis Steven,200,77,R,R
brownda01,1955,10,29,USA,OK,Oklahoma City,,,,,,,Darrell,Brown,Darrell Wayne,184,72,B,R
brownda99,1967,6,13,USA,OK,Holdenville,,,,,,,Daren,Brown,Daren Dwayne,185,76,R,R
brownde01,1892,10,4,USA,IL,Anna,1964,12,21,USA,IL,Carbondale,Delos,Brown,Delos Hight,160,69,R,R
brownde02,1978,3,27,USA,NY,Bronx,,,,,,,Dee,Brown,Dermal Bram,235,72,L,R
browndi01,1935,1,17,USA,WV,Shinnston,1970,4,12,USA,MD,Baltimore,Dick,Brown,Richard Ernest,176,74,R,R
browndo01,1987,9,3,USA,FL,Zephyrhills,,,,,,,Domonic,Brown,Domonic Larun,225,77,L,L
browndr01,1885,1,31,USA,CA,Los Angeles,1927,1,27,USA,MO,Platte County,Drummond,Brown,Drummond Nicol,180,72,R,R
browndu01,1982,6,19,USA,CA,Orange,,,,,,,Dusty,Brown,Dustin William,195,72,R,R
brownea01,1911,3,5,USA,KY,Louisville,1993,1,12,USA,CA,Whittier,Earl,Browne,Earl James,175,72,L,L
browned01,,,,USA,IL,Chicago,,,,,,,Ed,Brown,Edward P.,178,,,R
browned02,1891,7,17,USA,NE,Milligan,1956,9,10,USA,CA,Vallejo,Eddie,Brown,Edward William,190,75,R,R
brownel01,1883,8,25,USA,IN,Southport,1955,1,23,USA,IN,Indianapolis,Elmer,Brown,Elmer Young,172,71,L,R
brownem01,1974,12,29,USA,IL,Chicago,,,,,,,Emil,Brown,Emil Quincy,195,74,R,R
brownfr01,1879,4,12,USA,NH,Ossipee,1955,2,3,USA,NH,Somersworth,Fred,Brown,Fred Herbert,190,70,R,R
brownfr02,1882,10,29,USA,KY,Falmouth,1948,5,19,USA,TX,San Antonio,Frank,Browning,Frank,145,65,R,R
brownfr99,1845,1,31,USA,MA,Hubbardston,1916,12,27,USA,MA,Worcester,Freeman,Brown,Freeman,,,,
brownga01,1939,5,2,USA,OH,Crestline,2013,9,27,USA,MI,Detroit,Gates,Brown,William James,220,71,L,R
brownga02,1988,9,28,USA,CA,Diamond Bar,,,,,,,Gary,Brown,Gary Allen,190,73,R,R
brownge01,1876,1,12,USA,VA,Richmond,1920,12,9,USA,NY,Hyde Park,George,Browne,George Edward,160,70,L,R
brownha01,1924,12,11,USA,NC,Greensboro,2015,12,17,USA,NC,Greensboro,Hal,Brown,Hector Harold,180,74,R,R
brownik01,1942,4,13,USA,TN,Memphis,2001,5,17,USA,TN,Memphis,Ike,Brown,Isaac,190,72,R,R
brownja01,1943,5,31,USA,OK,Holdenville,2017,1,8,USA,OK,Holdenville,Jackie,Brown,Jackie Gene,195,73,R,R
brownja02,1948,3,22,USA,MS,Sumrall,1981,12,18,USA,TX,Houston,Jake,Brown,Jerald Ray,200,74,R,R
brownja03,1967,3,26,USA,IL,Waukegan,,,,,,,Jarvis,Brown,Jarvis Ardel,165,67,R,R
brownja04,1977,3,31,USA,MS,Meridian,,,,,,,Jamie,Brown,Jamie Monroe,200,74,R,R
brownje01,1966,2,13,V.I.,St. Croix,Christiansted,,,,,,,Jerry,Browne,Jerome Austin,140,70,B,R
brownje02,1979,10,25,USA,AL,Birmingham,,,,,,,Jeremy,Brown,Jeremy Scott,226,70,R,R
brownji01,1860,12,12,USA,PA,Clinton County,1908,4,6,USA,PA,Williamsport,Jim,Brown,James W. H.,,,,
brownji02,1891,3,31,USA,MD,Laurel,1944,10,22,USA,OR,Bradwood,Jim,Brown,James Donaldson,178,72,R,R
brownji03,1910,4,25,USA,NC,Jamesville,1977,12,29,USA,NC,Bath,Jimmy,Brown,James Roberson,165,68,B,R
brownjo01,1859,4,4,CAN,,,1888,6,28,USA,PA,Warren,Joe,Brown,Joseph E.,162,70,,
brownjo02,1876,8,24,USA,PA,Philadelphia,1908,7,18,USA,PA,Philadelphia,John,Brown,John J.,,,,R
brownjo03,1900,7,3,USA,AR,Little Rock,1950,3,7,USA,CA,Los Angeles,Joe,Brown,Joseph Henry,176,72,R,R
brownjo04,1945,1,22,USA,LA,Grambling,2014,1,11,USA,CA,Inglewood,Jophery,Brown,Jophery Clifford,190,74,L,R
brownjo05,1983,12,18,USA,CA,Walnut Creek,,,,,,,Jordan,Brown,Jordan Cassidy,220,72,L,L
brownju01,1907,4,30,USA,RI,Greene,1966,10,2,USA,NY,Freeport,Jumbo,Brown,Walter George,295,76,R,R
brownke01,1965,3,14,USA,GA,Milledgeville,,,,,,,Kevin,Brown,James Kevin,195,76,R,R
brownke02,1964,2,14,USA,AZ,Flagstaff,,,,,,,Keith,Brown,Keith Edward,215,76,B,R
brownke03,1966,3,5,USA,CA,Oroville,,,,,,,Kevin,Brown,Kevin Dewayne,185,73,L,L
brownke04,1973,4,21,USA,IN,Valparaiso,,,,,,,Kevin,Brown,Kevin Lee,200,74,R,R
brownla01,1940,3,1,USA,WV,Shinnston,,,,,,,Larry,Brown,Larry Leslie,160,70,R,R
brownle01,1858,2,1,USA,MA,Leominster,1889,1,15,USA,MA,Boston,Lew,Brown,Lewis J.,185,70,R,R
brownle02,1948,11,16,USA,CA,Sacramento,,,,,,,Leon,Brown,Leon,185,72,R,R
brownli01,1911,7,22,USA,TX,Mason,1967,1,1,USA,TX,San Antonio,Lindsay,Brown,John Lindsay,160,70,R,R
brownll01,1904,12,25,USA,TX,Beeville,1974,1,14,USA,FL,Opa-locka,Lloyd,Brown,Lloyd Andrew,170,69,L,L
brownma01,1909,5,21,USA,IA,North English,2002,3,24,USA,NC,Greensboro,Mace,Brown,Mace Stanley,190,73,R,R
brownma02,1959,7,13,USA,VT,Bellows Falls,,,,,,,Mark,Brown,Mark Anthony,190,74,B,R
brownma03,1963,1,23,USA,OK,Lawton,,,,,,,Marty,Brown,Marty Leo,190,73,R,R
brownma04,1975,6,17,USA,FL,Lake Worth,2017,2,1,USA,FL,Lake Worth,Mark,Brownson,Marshall Phillip,175,74,L,R
brownma05,1982,8,8,USA,WA,Bellevue,,,,,,,Matthew,Brown,Matthew Benjamin,200,72,R,R
brownmi01,1959,3,24,USA,NJ,Camden County,,,,,,,Mike,Brown,Michael Gary,195,74,R,R
brownmi02,1959,12,29,USA,CA,San Francisco,,,,,,,Mike,Brown,Michael Charles,195,74,R,R
brownmo01,1876,10,19,USA,IN,Nyesville,1948,2,14,USA,IN,Terre Haute,Mordecai,Brown,Mordecai Peter Centennial,175,70,B,R
brownmy01,1894,10,10,USA,PA,Waynesboro,1981,2,23,USA,PA,Harrisburg,Myrl,Brown,Myrl Lincoln,172,71,R,R
brownno01,1919,2,1,USA,NC,Evergreen,1995,5,31,USA,SC,Bennettsville,Norm,Brown,Norman Ladelle,180,75,B,R
brownol01,1849,5,3,USA,NY,Brooklyn,1932,9,23,USA,NY,Brooklyn,Oliver,Brown,Oliver Edward,160,72,R,R
brownol02,1944,2,11,USA,AL,Tuscaloosa,2015,4,16,USA,CA,Buena Park,Ollie,Brown,Ollie Lee,178,74,R,R
brownos01,1946,2,8,USA,CA,Long Beach,2020,6,3,USA,CA,Carson,Oscar,Brown,Oscar Lee,175,72,R,R
brownpa01,1941,6,18,USA,AR,Fort Smith,,,,,,,Paul,Brown,Paul Dwayne,190,73,R,R
brownpe01,1861,6,17,USA,KY,Louisville,1905,9,10,USA,KY,Louisville,Pete,Browning,Louis Rogers,180,72,R,R
brownpi01,1929,3,21,USA,NY,Peekskill,1997,6,3,USA,TX,Houston,Pidge,Browne,Prentice Almont,190,73,L,L
brownra01,1889,1,31,USA,IL,Chicago,1955,5,29,USA,CA,Los Angeles,Ray,Brown,Paul Percival,172,73,R,R
brownra02,1943,8,29,USA,FL,Leesburg,1998,4,13,USA,FL,Maitland,Randy,Brown,Edwin Randolph,170,67,L,R
brownra99,1908,2,23,USA,OH,McDonald Township,1965,2,8,USA,OH,Dayton,Ray,Brown,Raymond Leslie,195,73,B,R
brownro01,1975,8,3,USA,MS,Vicksburg,,,,,,,Roosevelt,Brown,Roosevelt Lawayne,195,71,L,R
brownsa01,1877,5,21,USA,PA,Webster,1931,11,8,USA,PA,Mount Pleasant,Sam,Brown,Samuel Wakefield,,,R,R
brownsc01,1956,8,30,USA,LA,DeQuincy,,,,,,,Scott,Brown,Scott Edward,220,74,R,R
brownse01,1992,7,13,USA,OR,Klamath Falls,,,,,,,Seth,Brown,Seth William,223,73,L,L
brownst01,1870,8,3,USA,MD,Baltimore,1948,3,10,USA,MD,Baltimore,Stub,Brown,Richard P.,220,74,,L
brownst02,1957,2,12,USA,CA,San Francisco,,,,,,,Steve,Brown,Steven Elbert,200,77,R,R
brownto01,1860,9,21,United Kingdom,Merseyside,Liverpool,1927,10,25,USA,DC,Washington,Tom,Brown,Thomas Tarlton,168,70,L,R
brownto02,1927,12,6,USA,NY,Brooklyn,,,,,,,Tommy,Brown,Thomas Michael,170,73,R,R
brownto03,1940,12,12,USA,PA,Laureldale,,,,,,,Tom,Brown,Thomas William,190,73,B,L
brownto04,1949,8,10,USA,LA,Lafayette,,,,,,,Tom,Brown,Thomas Dale,170,73,R,R
brownto05,1960,4,28,USA,WY,Casper,,,,,,,Tom,Browning,Thomas Leo,190,73,L,L
browntr01,1991,11,15,USA,CA,Newhall,,,,,,,Trevor,Brown,Trevor Michael,193,74,R,R
brownwa01,1915,4,23,USA,NY,Jamestown,1991,2,3,USA,NY,Westfield,Walter,Brown,Walter Irving,175,71,R,R
brownwi01,1866,,,USA,CA,San Francisco,1897,12,20,USA,CA,San Francisco,William,Brown,William M.,190,74,R,R
brownwi02,1915,6,26,USA,LA,Shreveport,1996,8,4,USA,TX,Houston,Willard,Brown,Willard Jessie,200,71,R,R
browsc01,1969,3,17,USA,MT,Butte,,,,,,,Scott,Brow,Scott John,200,75,R,R
broxtjo01,1984,6,16,USA,GA,Augusta,,,,,,,Jonathan,Broxton,Jonathan Roy,285,76,R,R
broxtke01,1990,5,7,USA,FL,Lakeland,,,,,,,Keon,Broxton,Keon Darell,200,75,R,R
brubabi01,1910,11,7,USA,OH,Cleveland,1978,4,2,USA,CA,Laguna Hills,Bill,Brubaker,Wilbur Lee,185,74,R,R
brubabr01,1941,12,29,USA,PA,Harrisburg,,,,,,,Bruce,Brubaker,Bruce Ellsworth,198,73,R,R
brubajt01,1993,11,17,USA,OH,Springfield,,,,,,,JT,Brubaker,Jonathan Trey,185,75,R,R
brucebo01,1933,5,16,USA,NY,New York,2017,3,14,USA,TX,Plano,Bob,Bruce,Robert James,200,75,R,R
bruceja01,1987,4,3,USA,TX,Beaumont,,,,,,,Jay,Bruce,Jay Allen,230,75,L,L
brucelo01,1877,1,16,USA,NY,St. Regis,1968,2,9,USA,NY,Ilion,Lou,Bruce,Louis R.,145,65,L,R
bruckan01,1882,1,1,USA,PA,Pittsburgh,1970,1,12,USA,PA,McKeesport,Andy,Bruckmiller,Andrew,175,71,R,R
bruckea01,1901,5,6,USA,NY,Albany,1981,5,8,USA,CA,San Diego,Earle,Brucker,Earle Francis,175,71,R,R
bruckea02,1925,8,25,USA,CA,Los Angeles,2009,3,28,USA,CA,El Cajon,Earle,Brucker,Earle Francis,210,74,L,R
bruckfr01,1938,5,27,USA,MN,New Ulm,2007,10,14,USA,FL,Naples,Fred,Bruckbauer,Frederick John,185,73,R,R
bruetjt01,1967,10,8,USA,WI,Milwaukee,,,,,,,J. T.,Bruett,Joseph Timothy,175,71,L,L
bruggfr01,1891,5,4,USA,NJ,Elizabeth,1959,4,5,USA,NJ,Elizabeth,Frank,Bruggy,Frank Leo,195,71,R,R
brugmja01,1992,1,18,USA,AZ,Chandler,,,,,,,Jaycob,Brugman,Jaycob Hull,190,72,L,L
bruhemi01,1951,6,24,USA,NY,Jamaica,,,,,,,Mike,Bruhert,Michael Edwin,220,78,R,R
bruihju01,1997,6,26,USA,CA,Petaluma,,,,,,,Justin,Bruihl,Justin,215,74,L,L
brujavi01,1998,2,9,D.R.,San Pedro de Macoris,San Pedro de Macoris,,,,,,,Vidal,Brujan,Vidal,180,70,B,R
brumbcl01,1974,4,21,USA,DE,Wilmington,,,,,,,Cliff,Brumbaugh,Clifford Michael,205,74,R,R
brumfja01,1965,5,27,USA,LA,Bogalusa,,,,,,,Jacob,Brumfield,Jacob Donnell,170,72,R,R
brumldu01,1970,8,25,USA,TN,Cleveland,,,,,,,Duff,Brumley,Duff Lechaun,195,76,R,R
brumlmi01,1938,7,10,USA,OK,Granite,2016,8,8,USA,TX,Grapevine,Mike,Brumley,Tony Mike,195,70,L,R
brumlmi02,1963,4,9,USA,OK,Oklahoma City,,,,,,,Mike,Brumley,Anthony Michael,165,70,B,R
brummgl01,1954,11,23,USA,IL,Olney,,,,,,,Glenn,Brummer,Glenn Edward,200,72,R,R
brummgr01,1967,4,20,USA,KS,Wichita,,,,,,,Greg,Brummett,Gregory Scott,185,72,R,R
brummty01,1984,8,15,USA,MS,Columbus,2020,7,3,USA,UT,American Fork Canyon,Tyson,Brummett,Tyson Colby,185,72,R,R
brunato01,1960,8,20,USA,CA,Covina,,,,,,,Tom,Brunansky,Thomas Andrew,210,76,R,R
brunebr01,1982,2,17,USA,OR,Astoria,,,,,,,Brian,Bruney,Brian Anthony,235,75,R,R
brunege01,1935,6,8,USA,MI,Houghton,1991,10,25,Mexico,Veracruz,Poza Rica,George,Brunet,George Stuart,195,73,R,L
bruneja01,1924,7,1,USA,IA,Waterloo,2003,6,24,USA,NE,Lincoln,Jack,Bruner,Jack Raymond,185,73,L,L
bruneju01,1975,10,7,USA,CA,Los Alamitos,,,,,,,Justin,Brunette,Justin Thomas,200,73,L,L
brunero01,1917,2,10,USA,KY,Cecilia,1986,11,30,USA,KY,St. Matthews,Roy,Bruner,Walter Roy,165,72,R,R
brunoto01,1953,1,26,USA,IL,Chicago,,,,,,,Tom,Bruno,Thomas Michael,210,77,R,R
brunsar01,1940,8,15,USA,MN,Fertile,,,,,,,Arlo,Brunsberg,Arlo Adolph,195,72,L,R
brunswi01,1970,3,20,USA,TX,Irving,2019,11,23,USA,TX,Big Bend National Park,Will,Brunson,William Donald,185,76,L,L
brunter01,1978,3,29,USA,IN,Lafayette,,,,,,,Eric,Bruntlett,Eric Kevin,200,72,R,R
brushbo01,1875,3,8,USA,IA,Osage,1944,4,2,USA,CA,San Bernardino,Bob,Brush,Robert,,70,,
bruskji01,1964,10,7,USA,IL,East St. Louis,,,,,,,Jim,Bruske,James Scott,185,73,R,R
brusswa01,1952,2,2,USA,CA,Oakland,,,,,,,Warren,Brusstar,Warren Scott,200,75,R,R
brutobi01,1925,11,9,USA,AL,Panola,1995,12,5,USA,DE,Marshallton,Bill,Bruton,William Haron,169,72,L,R
bruyeed01,1874,8,31,USA,WI,Manawa,1940,8,5,USA,WA,Peshastin,Ed,Bruyette,Edward T.,170,70,L,R
bryanbi01,1938,12,4,USA,GA,Morgan,,,,,,,Billy,Bryan,William Ronald,200,76,L,R
bryancl01,1911,11,16,USA,VA,Madison Heights,1999,4,9,USA,FL,Boca Raton,Clay,Bryant,Henry Claiborne,195,74,R,R
bryande01,1951,10,9,USA,KY,Lexington,,,,,,,Derek,Bryant,Derek Roszell,185,71,R,R
bryando01,1941,7,13,USA,FL,Jasper,2015,1,22,USA,FL,Jacksonville,Don,Bryant,Donald Ray,200,77,R,R
bryange01,1857,2,10,USA,CT,Bridgeport,1907,6,12,USA,MA,Boston,George,Bryant,George F.,,,,
bryankr01,1992,1,4,USA,NV,Las Vegas,,,,,,,Kris,Bryant,Kristopher Lee,230,77,R,R
bryanra01,1961,5,20,USA,GA,Fort Gaines,,,,,,,Ralph,Bryant,Ralph Wendell,200,74,L,R
bryanro01,1947,11,12,USA,CA,Redlands,,,,,,,Ron,Bryant,Ronald Raymond,190,72,B,L
brydetr01,1959,1,17,USA,WA,Moses Lake,,,,,,,T. R.,Bryden,Thomas Ray,190,76,R,R
bryest01,1949,2,4,USA,CA,Alameda,,,,,,,Steve,Brye,Stephen Robert,190,72,R,R
brynato01,1863,7,30,USA,PA,Philadelphia,1925,5,10,USA,PA,Philadelphia,Tod,Brynan,Charles Ruley,155,70,R,R
bubelja01,1978,6,6,USA,TX,Houston,,,,,,,Jaime,Bubela,Jaime Lee,200,73,L,R
bubickr01,1997,8,19,USA,CA,Cupertino,,,,,,,Kris,Bubic,Kristofer,225,75,L,L
bubseha01,1895,9,28,USA,IL,Chicago,1959,6,22,USA,IL,Melrose Park,Hal,Bubser,Harold Frederick,170,71,R,R
buchabo01,1961,5,3,USA,PA,Ridley Park,,,,,,,Bob,Buchanan,Robert Gordon,185,73,L,L
buchabr01,1973,7,21,USA,FL,Miami,,,,,,,Brian,Buchanan,Brian James,230,76,R,R
buchada01,1989,5,11,USA,GA,Atlanta,,,,,,,David,Buchanan,David Andrew,200,75,R,R
buchaja01,1989,9,24,USA,NC,Charlotte,,,,,,,Jake,Buchanan,Jake T.,232,72,R,R
buchaji01,1876,7,1,USA,VA,Chatham Hill,1949,6,15,USA,NE,Norfolk,Jim,Buchanan,James Forrest,165,70,L,R
buchajo01,1925,1,22,USA,PA,Allentown,1996,4,28,USA,PA,Bethlehem,Johnny,Bucha,John George,190,71,R,R
bucheje01,1942,5,9,USA,MO,St. Louis,2019,1,2,USA,MO,Springfield,Jerry,Buchek,Gerald Peter,185,71,R,R
bucheji01,1911,3,24,USA,VA,Manassas,2004,10,21,USA,PA,Elizabethtown,Jim,Bucher,James Quinter,170,71,L,R
buchhcl01,1984,8,14,USA,TX,Nederland,,,,,,,Clay,Buchholz,Clay Daniel,190,75,L,R
buchhta01,1981,10,13,USA,PA,Lower Merion,,,,,,,Taylor,Buchholz,Taylor,220,75,R,R
buchtry01,1987,2,13,USA,PA,Reading,,,,,,,Ryan,Buchter,Ryan James,230,76,L,L
buckeal99,1861,1,31,USA,MI,Detroit,1917,7,1,USA,NY,Syracuse,Al,Buckenberger,Albert C.,,,,
buckega01,1897,10,16,USA,MN,Heron Lake,1975,11,14,USA,WI,Sand Lake,Garland,Buckeye,Garland Maires,260,72,B,L
buckega02,1965,7,22,USA,CA,La Mirada,,,,,,,Gary,Buckels,Gary Scott,185,72,R,R
buckied01,1876,2,13,USA,NY,Blenheim,1948,12,3,USA,DC,Washington,Fred,Buckingham,Frederick Bristol,,,,
buckjo01,1980,7,7,USA,WY,Kemmerer,,,,,,,John,Buck,Johnathan Richard,245,75,R,R
buckldi01,1858,9,21,USA,NY,Troy,1929,12,12,USA,PA,Pittsburgh,Dick,Buckley,Richard D.,195,70,R,R
bucklje01,1890,5,20,USA,CA,Lordsburg,1975,8,2,USA,CA,Westminster,Jess,Buckles,Jesse Robert,205,74,L,L
buckljo01,1870,3,20,USA,MA,Marlborough,1942,3,3,USA,MA,Westborough,John,Buckley,John Edward,200,73,L,R
bucklke01,1959,1,16,USA,MA,Quincy,,,,,,,Kevin,Buckley,Kevin John,200,73,R,R
bucknbi01,1949,12,14,USA,CA,Vallejo,2019,5,27,USA,ID,Boise,Bill,Buckner,William Joseph,185,72,L,L
bucknbi02,1983,8,27,USA,GA,Decatur,,,,,,,Billy,Buckner,William Jennings,205,74,R,R
bucktr01,1983,11,18,USA,WA,Richland,,,,,,,Travis,Buck,Travis George,230,74,L,R
budasma01,1952,12,27,USA,PA,Sharon,,,,,,,Mark,Budaska,Mark David,180,72,B,L
budd01,1865,12,4,USA,OH,Groton,1923,8,22,USA,OH,Cleveland,Jay,Budd,Jay Cook,,,,
buddery01,1979,8,15,USA,OK,Midwest City,,,,,,,Ryan,Budde,Ryan Dean,210,71,R,R
buddido01,1934,5,5,USA,SC,Turbeville,2011,6,30,USA,SC,Greenville,Don,Buddin,Donald Thomas,178,71,R,R
buddimi01,1970,12,12,USA,OH,Berea,,,,,,,Mike,Buddie,Michael Joseph,210,75,R,R
budnimi01,1919,9,15,USA,OR,Astoria,1999,12,2,USA,WA,Seattle,Mike,Budnick,Michael Joe,200,73,R,R
budzima01,1973,8,26,USA,MD,Baltimore,,,,,,,Mark,Budzinski,Mark Joseph,180,74,L,L
buechst01,1961,9,26,USA,CA,Lancaster,,,,,,,Steve,Buechele,Steven Bernard,190,74,R,R
buehlwa01,1994,7,28,USA,KY,Lexington,,,,,,,Walker,Buehler,Walker Anthony,185,74,R,R
buehrma01,1979,3,23,USA,MO,St. Charles,,,,,,,Mark,Buehrle,Mark Alan,240,74,L,L
bueloch01,1877,1,12,USA,IA,Dubuque,1951,5,4,USA,IA,Dubuque,Charlie,Buelow,Charles John,,,R,R
buelofr01,1876,2,13,Germany,Berlin,Berlin,1933,12,27,USA,MI,Detroit,Fritz,Buelow,Frederick William Alexander,170,70,R,R
buenofr01,1981,3,5,Cuba,La Habana,La Habana,,,,,,,Francisley,Bueno,Francisley,205,71,L,L
buentja01,1983,9,28,USA,IN,Evansville,,,,,,,Jay,Buente,Jay Phillip,185,74,R,R
buesar01,1888,3,3,USA,WI,Milwaukee,1954,11,7,USA,WI,Whitefish Bay,Art,Bues,Arthur Frederick,184,71,R,R
buffich01,1861,6,14,USA,MA,Fall River,1907,9,23,USA,MA,Fall River,Charlie,Buffinton,Charles G.,180,73,R,R
buforda01,1970,6,12,USA,MD,Baltimore,,,,,,,Damon,Buford,Damon Jackson,170,70,R,R
bufordo01,1937,2,2,USA,TX,Linden,,,,,,,Don,Buford,Don Alvin,160,67,B,R
buhlbo01,1928,8,12,USA,MI,Saginaw,2001,2,16,USA,FL,Titusville,Bob,Buhl,Robert Ray,180,74,R,R
buhneja01,1964,8,13,USA,KY,Louisville,,,,,,,Jay,Buhner,Jay Campbell,220,75,R,R
buicede01,1957,8,20,USA,CA,Lynwood,,,,,,,DeWayne,Buice,DeWayne Allison,170,72,R,R
bukaujb01,1996,10,11,USA,VA,Ashburn,,,,,,,J. B.,Bukauskas,Jacob Allen,208,72,R,R
bukercy01,1918,2,5,USA,WI,Greenwood,2011,10,11,USA,WI,Greenwood,Cy,Buker,Cyril Owen,190,71,L,R
bukerha01,1859,,,USA,ME,Portland,1899,8,10,USA,IL,Chicago,Henry,Buker,Henry Leslie,140,,,
bukviry01,1978,5,13,USA,IL,Naperville,,,,,,,Ryan,Bukvich,Ryan Adrien,250,74,R,R
bulgeja01,1978,12,6,USA,GA,Lawrenceville,,,,,,,Jason,Bulger,Jason Patrick,215,76,R,R
bulkemo99,1837,12,26,USA,CT,East Haddam,1922,11,6,USA,CT,Hartford,Morgan,Bulkeley,Morgan Gardner,,,,
bullage01,1928,10,24,USA,MA,Lynn,2002,12,23,USA,MA,Peabody,George,Bullard,George Donald,165,69,R,R
bullasi01,1863,1,11,United Kingdom,,,1908,1,14,USA,OH,Cleveland,Sim,Bullas,Simeon Edward,150,67,R,R
bullesc01,1968,12,25,USA,WV,Martinsburg,,,,,,,Scott,Bullett,Scott Douglas,200,74,L,L
bullibr01,1980,9,30,USA,IN,Indianapolis,,,,,,,Bryan,Bullington,Bryan Paul,210,76,R,R
bullibu01,1952,12,15,USA,CA,Lynwood,2014,3,8,USA,OR,Salem,Bud,Bulling,Terry Charles,200,73,R,R
bulliji01,1965,8,21,USA,LA,New Orleans,,,,,,,Jim,Bullinger,James Eric,185,74,R,R
bulliki01,1969,10,28,USA,LA,New Orleans,,,,,,,Kirk,Bullinger,Kirk Matthew,170,74,R,R
bulloer01,1960,2,16,USA,CA,Los Angeles,,,,,,,Eric,Bullock,Eric Gerald,185,71,L,L
bullore01,1911,10,12,USA,MS,Biloxi,1988,6,27,USA,MS,Pascagoula,Red,Bullock,Malton Joseph,192,73,L,L
bumbral01,1947,4,21,USA,VA,Fredericksburg,,,,,,,Al,Bumbry,Alonza Benjamin,170,68,L,R
bumgama01,1989,8,1,USA,NC,Hickory,,,,,,,Madison,Bumgarner,Madison Kyle,257,76,R,L
bummeaa01,1993,9,21,USA,CA,Valencia,,,,,,,Aaron,Bummer,Aaron James,215,75,L,L
bumpna01,1976,7,24,USA,PA,Towanda,,,,,,,Nate,Bump,Nathan Louis,195,74,L,R
buncejo01,1847,5,10,USA,NY,Brooklyn,1912,4,28,USA,NY,Brooklyn,Josh,Bunce,Joshua,,,,
bunchme01,1971,11,4,USA,TX,Texarkana,,,,,,,Melvin,Bunch,Melvin Lynn,165,73,R,R
bundydy01,1992,11,15,USA,OK,Tulsa,,,,,,,Dylan,Bundy,Dylan Matthew,225,73,B,R
bunkewa01,1945,1,25,USA,WA,Seattle,,,,,,,Wally,Bunker,Wallace Edward,197,74,R,R
bunniji01,1931,10,23,USA,KY,Southgate,2017,5,26,USA,KY,Edgewood,Jim,Bunning,James Paul David,190,75,R,R
burawda01,1988,12,30,USA,NY,Riverhead,,,,,,,Danny,Burawa,Daniel James,220,75,R,R
burbabi01,1947,8,22,USA,WI,Dickeyville,,,,,,,Bill,Burbach,William David,215,76,R,R
burbada01,1966,7,7,USA,OH,Dayton,,,,,,,Dave,Burba,David Allen,220,76,R,R
burbrne01,1921,12,28,USA,OH,Cincinnati,2001,4,12,USA,FL,Largo,Nelson,Burbrink,Nelson Edward,195,70,R,R
burchal01,1883,10,7,USA,NY,Albany,1926,10,5,USA,NY,Brooklyn,Al,Burch,Albert William,160,68,L,R
burcher01,1856,9,9,USA,IL,DeKalb County,1892,10,12,USA,OK,Guthrie,Ernie,Burch,Ernest A.,190,70,L,R
burchfr01,1879,7,14,USA,NJ,Perth Amboy,1951,11,20,USA,NY,Jordan,Fred,Burchell,Frederick Duff,190,71,R,L
