year,category,winner,entity
1962,SOUND,TRUE,Lawrence of Arabia
1962,SPECIAL EFFECTS,TRUE,The Longest Day
1962,WRITING (Screenplay--based on material from another medium),TRUE,To Kill a Mockingbird
1962,WRITING (Story and Screenplay--written directly for the screen),TRUE,Divorce--Italian Style
1962,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Steve Broidy
1962,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To RALPH CHAPMAN for the design and development of an advanced motion picture camera crane.
1962,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To ALBERT S. PRATT, JAMES L. WASSELL and HANS C. WOHLRAB of the Professional Equipment Divison of Bell & Howell Co., for the design and development of a new and improved automatic motion picture additive color printer."
1962,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To NORTH AMERICAN PHILIPS CO., INC., for the design and engineering of the Norelco Universal 70/35mm motion picture projector."
1962,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To CHARLES E. SUTTER, WILLIAM BRYSON SMITH and LOUIS C. KENNELL of Paramount Pictures Corp. for the engineering and application to motion picture production of a new system of electric power distribution."
1962,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To ELECTRO-VOICE, INC., for a highly directional dynamic line microphone."
1962,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To LOUIS G. MacKENZIE for a selective sound effects repeater.
1963,ACTOR,TRUE,Sidney Poitier
1963,ACTOR IN A SUPPORTING ROLE,TRUE,Melvyn Douglas
1963,ACTRESS,TRUE,Patricia Neal
1963,ACTRESS IN A SUPPORTING ROLE,TRUE,Margaret Rutherford
1963,ART DIRECTION (Black-and-White),TRUE,America America
1963,ART DIRECTION (Color),TRUE,Cleopatra
1963,CINEMATOGRAPHY (Black-and-White),TRUE,Hud
1963,CINEMATOGRAPHY (Color),TRUE,Cleopatra
1963,COSTUME DESIGN (Black-and-White),TRUE,Federico Fellini's 8-1/2
1963,COSTUME DESIGN (Color),TRUE,Cleopatra
1963,DIRECTING,TRUE,Tom Jones
1963,DOCUMENTARY (Feature),TRUE,Robert Frost: A Lover's Quarrel with the World
1963,DOCUMENTARY (Short Subject),TRUE,Chagall
1963,FILM EDITING,TRUE,How the West Was Won
1963,FOREIGN LANGUAGE FILM,TRUE,Federico Fellini's 8-1/2
1963,MUSIC (Music Score--substantially original),TRUE,Tom Jones
1963,MUSIC (Scoring of Music--adaptation or treatment),TRUE,Irma La Douce
1963,MUSIC (Song),TRUE,Papa's Delicate Condition
1963,BEST PICTURE,TRUE,Tom Jones
1963,SHORT SUBJECT (Cartoon),TRUE,The Critic
1963,SHORT SUBJECT (Live Action),TRUE,An Occurrence at Owl Creek Bridge
1963,SOUND,TRUE,How the West Was Won
1963,SOUND EFFECTS,TRUE,"It's a Mad, Mad, Mad, Mad World"
1963,SPECIAL EFFECTS,TRUE,Cleopatra
1963,WRITING (Screenplay--based on material from another medium),TRUE,Tom Jones
1963,WRITING (Story and Screenplay--written directly for the screen),TRUE,How the West Was Won
1963,IRVING G. THALBERG MEMORIAL AWARD,TRUE,Sam Spiegel
1963,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To DOUGLAS G. SHEARER and A. ARNOLD GILLESPIE of Metro-Goldwyn-Mayer Studios for the engineering of an improved Background Process Projection System.
1964,ACTOR,TRUE,Rex Harrison
1964,ACTOR IN A SUPPORTING ROLE,TRUE,Peter Ustinov
1964,ACTRESS,TRUE,Julie Andrews
1964,ACTRESS IN A SUPPORTING ROLE,TRUE,Lila Kedrova
1964,ART DIRECTION (Black-and-White),TRUE,Zorba the Greek
1964,ART DIRECTION (Color),TRUE,My Fair Lady
1964,CINEMATOGRAPHY (Black-and-White),TRUE,Zorba the Greek
1964,CINEMATOGRAPHY (Color),TRUE,My Fair Lady
1964,COSTUME DESIGN (Black-and-White),TRUE,The Night of the Iguana
1964,COSTUME DESIGN (Color),TRUE,My Fair Lady
1964,DIRECTING,TRUE,My Fair Lady
1964,DOCUMENTARY (Feature),TRUE,Jacques-Yves Cousteau's World without Sun
1964,DOCUMENTARY (Short Subject),TRUE,Nine from Little Rock
1964,FILM EDITING,TRUE,Mary Poppins
1964,FOREIGN LANGUAGE FILM,TRUE,"Yesterday, Today and Tomorrow"
1964,MUSIC (Music Score--substantially original),TRUE,Mary Poppins
1964,MUSIC (Scoring of Music--adaptation or treatment),TRUE,My Fair Lady
1964,MUSIC (Song),TRUE,Mary Poppins
1964,BEST PICTURE,TRUE,My Fair Lady
1964,SHORT SUBJECT (Cartoon),TRUE,The Pink Phink
1964,SHORT SUBJECT (Live Action),TRUE,Casals Conducts: 1964
1964,SOUND,TRUE,My Fair Lady
1964,SOUND EFFECTS,TRUE,Goldfinger
1964,SPECIAL VISUAL EFFECTS,TRUE,Mary Poppins
1964,WRITING (Screenplay--based on material from another medium),TRUE,Becket
1964,WRITING (Story and Screenplay--written directly for the screen),TRUE,Father Goose
1964,HONORARY AWARD,TRUE,To William Tuttle for his outstanding make-up achievement for 7 Faces of Dr. Lao .
1964,SCIENTIFIC OR TECHNICAL AWARD (Class I),TRUE,"To PETRO VLAHOS, WADSWORTH E. POHL and UB IWERKS for the conception and perfection of techniques for Color Traveling Matte Composite Cinematography."
1964,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To SIDNEY P. SOLOW, EDWARD H. REICHARD, CARL W. HAUGE and JOB SANDERSON of Consolidated Film Industries for the design and development of a versatile Automatic 35mm Composite Color Printer."
1964,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To PIERRE ANGENIEUX for the development of a ten-to-one Zoom Lens for cinematography.
1964,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To MILTON FORMAN, RICHARD B. GLICKMAN and DANIEL J. PEARLMAN of ColorTran Industries for advancements in the design and application to motion picture photography of lighting units using quartz iodine lamps."
1964,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To STEWART FILMSCREEN CORPORATION for a seamless translucent Blue Screen for Traveling Matte Color Cinematography.
1964,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To ANTHONY PAGLIA and the 20TH CENTURY-FOX STUDIO MECHANICAL EFFECTS DEPARTMENT for an improved method of producing Explosion Flash Effects for motion pictures.
1964,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To EDWARD H. REICHARD and CARL W. HAUGE of Consolidated Film Industries for the design of a Proximity Cue Detector and its application to motion picture printers.
1964,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To EDWARD H. REICHARD, LEONARD L. SOKOLOW and CARL W. HAUGE of Consolidated Film Industries for the design and application to motion picture laboratory practice of a Stroboscopic Scene Tester for color and black-and-white film."
1964,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To NELSON TYLER for the design and construction of an improved Helicopter Camera System.
1965,ACTOR,TRUE,Lee Marvin
1965,ACTOR IN A SUPPORTING ROLE,TRUE,Martin Balsam
1965,ACTRESS,TRUE,Julie Christie
1965,ACTRESS IN A SUPPORTING ROLE,TRUE,Shelley Winters
1965,ART DIRECTION (Black-and-White),TRUE,Ship of Fools
1965,ART DIRECTION (Color),TRUE,Doctor Zhivago
1965,CINEMATOGRAPHY (Black-and-White),TRUE,Ship of Fools
1965,CINEMATOGRAPHY (Color),TRUE,Doctor Zhivago
1965,COSTUME DESIGN (Black-and-White),TRUE,Darling
1965,COSTUME DESIGN (Color),TRUE,Doctor Zhivago
1965,DIRECTING,TRUE,The Sound of Music
1965,DOCUMENTARY (Feature),TRUE,The Eleanor Roosevelt Story
1965,DOCUMENTARY (Short Subject),TRUE,To Be Alive!
1965,FILM EDITING,TRUE,The Sound of Music
1965,FOREIGN LANGUAGE FILM,TRUE,The Shop on Main Street
1965,MUSIC (Music Score--substantially original),TRUE,Doctor Zhivago
1965,MUSIC (Scoring of Music--adaptation or treatment),TRUE,The Sound of Music
1965,MUSIC (Song),TRUE,The Sandpiper
1965,BEST PICTURE,TRUE,The Sound of Music
1965,SHORT SUBJECT (Cartoon),TRUE,The Dot and the Line
1965,SHORT SUBJECT (Live Action),TRUE,The Chicken (Le Poulet)
1965,SOUND,TRUE,The Sound of Music
1965,SOUND EFFECTS,TRUE,The Great Race
1965,SPECIAL VISUAL EFFECTS,TRUE,Thunderball
1965,WRITING (Screenplay--based on material from another medium),TRUE,Doctor Zhivago
1965,WRITING (Story and Screenplay--written directly for the screen),TRUE,Darling
1965,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Edmond L. DePatie
1965,HONORARY AWARD,TRUE,To Bob Hope for unique and distinguished service to our industry and the Academy.
1965,IRVING G. THALBERG MEMORIAL AWARD,TRUE,William Wyler
1965,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To ARTHUR J. HATCH of the Strong Electric Corporation subsidiary of General Precision Equipment Corporation, for the design and development of an Air Blown Carbon Arc Projection Lamp."
1965,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To STEFAN KUDELSKI for the design and development of the Nagra portable 1/4 inch tape recording system for motion picture sound recording.
1966,ACTOR,TRUE,Paul Scofield
1966,ACTOR IN A SUPPORTING ROLE,TRUE,Walter Matthau
1966,ACTRESS,TRUE,Elizabeth Taylor
1966,ACTRESS IN A SUPPORTING ROLE,TRUE,Sandy Dennis
1966,ART DIRECTION (Black-and-White),TRUE,Who's Afraid of Virginia Woolf?
1966,ART DIRECTION (Color),TRUE,Fantastic Voyage
1966,CINEMATOGRAPHY (Black-and-White),TRUE,Who's Afraid of Virginia Woolf?
1966,CINEMATOGRAPHY (Color),TRUE,A Man for All Seasons
1966,COSTUME DESIGN (Black-and-White),TRUE,Who's Afraid of Virginia Woolf?
1966,COSTUME DESIGN (Color),TRUE,A Man for All Seasons
1966,DIRECTING,TRUE,A Man for All Seasons
1966,DOCUMENTARY (Feature),TRUE,The War Game
1966,DOCUMENTARY (Short Subject),TRUE,A Year toward Tomorrow
1966,FILM EDITING,TRUE,Grand Prix
1966,FOREIGN LANGUAGE FILM,TRUE,A Man and a Woman
1966,MUSIC (Original Music Score),TRUE,Born Free
1966,MUSIC (Scoring of Music--adaptation or treatment),TRUE,A Funny Thing Happened on the Way to the Forum
1966,MUSIC (Song),TRUE,Born Free
1966,BEST PICTURE,TRUE,A Man for All Seasons
1966,SHORT SUBJECT (Cartoon),TRUE,Herb Alpert and the Tijuana Brass Double Feature
1966,SHORT SUBJECT (Live Action),TRUE,Wild Wings
1966,SOUND,TRUE,Grand Prix
1966,SOUND EFFECTS,TRUE,Grand Prix
1966,SPECIAL VISUAL EFFECTS,TRUE,Fantastic Voyage
1966,WRITING (Screenplay--based on material from another medium),TRUE,A Man for All Seasons
1966,WRITING (Story and Screenplay--written directly for the screen),TRUE,A Man and a Woman
1966,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,George Bagnall
1966,HONORARY AWARD,TRUE,To Y. Frank Freeman for unusual and outstanding service to the Academy during his thirty years in Hollywood.
1966,HONORARY AWARD,TRUE,To Yakima Canutt for achievements as a stunt man and for developing safety devices to protect stunt men everywhere.
1966,IRVING G. THALBERG MEMORIAL AWARD,TRUE,Robert Wise
1966,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To MITCHELL CAMERA CORPORATION for the design and development of the Mitchell Mark II 35mm Portable Motion Picture Reflex Camera.
1966,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To ARNOLD & RICHTER KG for the design and development of the Arriflex 35mm Portable Motion Picture Reflex Camera.
1966,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To PANAVISION, INCORPORATED, for the design of the Panatron Power Inverter and its application to motion picture camera operation."
1966,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To CARROLL KNUDSON for the production of a Composer's Manual for Motion Picture Music Synchronization.
1966,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To RUBY RAKSIN for the production of a Composer's Manual for Motion Picture Music Synchronization.
1967,ACTOR,TRUE,Rod Steiger
1967,ACTOR IN A SUPPORTING ROLE,TRUE,George Kennedy
1967,ACTRESS,TRUE,Katharine Hepburn
1967,ACTRESS IN A SUPPORTING ROLE,TRUE,Estelle Parsons
1967,ART DIRECTION,TRUE,Camelot
1967,CINEMATOGRAPHY,TRUE,Bonnie and Clyde
1967,COSTUME DESIGN,TRUE,Camelot
1967,DIRECTING,TRUE,The Graduate
1967,DOCUMENTARY (Feature),TRUE,The Anderson Platoon
1967,DOCUMENTARY (Short Subject),TRUE,The Redwoods
1967,FILM EDITING,TRUE,In the Heat of the Night
1967,FOREIGN LANGUAGE FILM,TRUE,Closely Watched Trains
1967,MUSIC (Original Music Score),TRUE,Thoroughly Modern Millie
1967,MUSIC (Scoring of Music--adaptation or treatment),TRUE,Camelot
1967,MUSIC (Song),TRUE,Doctor Dolittle
1967,BEST PICTURE,TRUE,In the Heat of the Night
1967,SHORT SUBJECT (Cartoon),TRUE,The Box
1967,SHORT SUBJECT (Live Action),TRUE,A Place to Stand
1967,SOUND,TRUE,In the Heat of the Night
1967,SOUND EFFECTS,TRUE,The Dirty Dozen
1967,SPECIAL VISUAL EFFECTS,TRUE,Doctor Dolittle
1967,WRITING (Screenplay--based on material from another medium),TRUE,In the Heat of the Night
1967,WRITING (Story and Screenplay--written directly for the screen),TRUE,Guess Who's Coming to Dinner
1967,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Gregory Peck
1967,HONORARY AWARD,TRUE,To Arthur Freed for distinguished service to the Academy and the production of six top-rated Awards telecasts.
1967,IRVING G. THALBERG MEMORIAL AWARD,TRUE,Alfred Hitchcock
1967,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To the ELECTRO-OPTICAL DIVISION OF THE KOLLMORGEN CORPORATION for the design and development of a series of Motion Picture Projection Lenses.
1967,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To PANAVISION, INCORPORATED, for a Variable Speed Motor for Motion Picture Cameras."
1967,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To FRED R. WILSON of the Samuel Goldwyn Studio Sound Department for an Audio Level Clamper.
1967,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To WALDON O. WATSON and the UNIVERSAL CITY STUDIO SOUND DEPARTMENT for new concepts in the design of a Music Scoring Stage.
1968,ACTOR,TRUE,Cliff Robertson
1968,ACTOR IN A SUPPORTING ROLE,TRUE,Jack Albertson
1968,ACTRESS,TRUE,Katharine Hepburn
1968,ACTRESS,TRUE,Barbra Streisand
1968,ACTRESS IN A SUPPORTING ROLE,TRUE,Ruth Gordon
1968,ART DIRECTION,TRUE,Oliver!
1968,CINEMATOGRAPHY,TRUE,Romeo and Juliet
1968,COSTUME DESIGN,TRUE,Romeo and Juliet
1968,DIRECTING,TRUE,Oliver!
1968,DOCUMENTARY (Feature),TRUE,Journey into Self
1968,DOCUMENTARY (Short Subject),TRUE,Why Man Creates
1968,FILM EDITING,TRUE,Bullitt
1968,FOREIGN LANGUAGE FILM,TRUE,War and Peace
1968,MUSIC (Original Score--for a motion picture [not a musical]),TRUE,The Lion in Winter
1968,MUSIC (Score of a Musical Picture--original or adaptation),TRUE,Oliver!
1968,MUSIC (Song--Original for the Picture),TRUE,The Thomas Crown Affair
1968,BEST PICTURE,TRUE,Oliver!
1968,SHORT SUBJECT (Cartoon),TRUE,Winnie the Pooh and the Blustery Day
1968,SHORT SUBJECT (Live Action),TRUE,Robert Kennedy Remembered
1968,SOUND,TRUE,Oliver!
1968,SPECIAL VISUAL EFFECTS,TRUE,2001: A Space Odyssey
1968,WRITING (Screenplay--based on material from another medium),TRUE,The Lion in Winter
1968,WRITING (Story and Screenplay--written directly for the screen),TRUE,The Producers
1968,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Martha Raye
1968,HONORARY AWARD,TRUE,To John Chambers for his outstanding makeup achievement for Planet of the Apes .
1968,HONORARY AWARD,TRUE,To Onna White for her outstanding choreography achievement for Oliver!
1968,SCIENTIFIC OR TECHNICAL AWARD (Class I),TRUE,"To PHILIP V. PALMQUIST of Minnesota Mining and Manufacturing Co., to DR. HERBERT MEYER of the Motion Picture and Television Research Center, and to CHARLES D. STAFFELL of the Rank Organization for the development of a successful embodiment of the reflex background projection system for composite cinematography."
1968,SCIENTIFIC OR TECHNICAL AWARD (Class I),TRUE,To EASTMAN KODAK COMPANY for the development and introduction of a color reversal intermediate film for motion pictures.
1968,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To DONALD W. NORWOOD for the design and development of the Norwood Photographic Exposure Meters.
1968,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To EASTMAN KODAK COMPANY and PRODUCERS SERVICE COMPANY for the development of a new high-speed step-optical reduction printer.
1968,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To EDMUND M. DI GIULIO, NIELS G. PETERSEN and NORMAN S. HUGHES of the Cinema Product Development Company for the design and application of a conversion which makes available the reflex viewing system for motion picture cameras."
1968,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To OPTICAL COATING LABORATORIES, INC. for the development of an improved anti-reflection coating for photographic and projection lens systems."
1968,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To EASTMAN KODAK COMPANY for the introduction of a new high speed motion picture color negative film.
1968,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,"To PANAVISION, INCORPORATED, for the conception, design and introduction of a 65mm hand-held motion picture camera."
1968,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To TODD-AO and MITCHELL CAMERA COMPANY for the design and engineering of the Todd-AO hand-held motion picture camera.
1968,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To CARL W. HAUGE and EDWARD H. REICHARD of Consolidated Film Industries and E. MICHAEL MEAHL and ROY J. RIDENOUR of Ramtronics for engineering an automatic exposure control for printing-machine lamps.
1968,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To EASTMAN KODAK COMPANY for a new direct positive film and to CONSOLIDATED FILM INDUSTRIES for the application of this film to the making of post-production work prints.
1969,ACTOR,TRUE,John Wayne
1969,ACTOR IN A SUPPORTING ROLE,TRUE,Gig Young
1969,ACTRESS,TRUE,Maggie Smith
1969,ACTRESS IN A SUPPORTING ROLE,TRUE,Goldie Hawn
1969,ART DIRECTION,TRUE,"Hello, Dolly!"
1969,CINEMATOGRAPHY,TRUE,Butch Cassidy and the Sundance Kid
1969,COSTUME DESIGN,TRUE,Anne of the Thousand Days
1969,DIRECTING,TRUE,Midnight Cowboy
1969,DOCUMENTARY (Feature),TRUE,Arthur Rubinstein - The Love of Life
1969,DOCUMENTARY (Short Subject),TRUE,Czechoslovakia 1968
1969,FILM EDITING,TRUE,Z
1969,FOREIGN LANGUAGE FILM,TRUE,Z
1969,MUSIC (Original Score--for a motion picture [not a musical]),TRUE,Butch Cassidy and the Sundance Kid
1969,MUSIC (Score of a Musical Picture--original or adaptation),TRUE,"Hello, Dolly!"
1969,MUSIC (Song--Original for the Picture),TRUE,Butch Cassidy and the Sundance Kid
1969,BEST PICTURE,TRUE,Midnight Cowboy
1969,SHORT SUBJECT (Cartoon),TRUE,It's Tough to Be a Bird
1969,SHORT SUBJECT (Live Action),TRUE,The Magic Machines
1969,SOUND,TRUE,"Hello, Dolly!"
1969,SPECIAL VISUAL EFFECTS,TRUE,Marooned
1969,WRITING (Screenplay--based on material from another medium),TRUE,Midnight Cowboy
1969,WRITING (Story and Screenplay--based on material not previously published or produced),TRUE,Butch Cassidy and the Sundance Kid
1969,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,George Jessel
1969,HONORARY AWARD,TRUE,To Cary Grant for his unique mastery of the art of screen acting with the respect and affection of his colleagues.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To HAZELTINE CORPORATION for the design and development of the Hazeltine Color Film Analyzer.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To FOUAD SAID for the design and introduction of the Cinemobile series of equipment trucks for location motion picture production.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To JUAN DE LA CIERVA and DYNASCIENCES CORPORATION for the design and development of the Dynalens optical image motion compensator.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To OTTO POPELKA of Magna-Tech Electronics Company, Inc., for the development of an Electronically Controlled Looping System."
1969,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To FENTON HAMILTON of Metro-Goldwyn-Mayer Studios for the concept and engineering of a mobile battery power unit for location lighting.
1969,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To PANAVISION, INCORPORATED, for the design and development of the Panaspeed Motion Picture Camera Motor."
1969,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To ROBERT M. FLYNN and RUSSELL HESSEY of Universal City Studios, Inc. for a machine-gun modification for motion picture photography."
1970,ACTOR,TRUE,George C. Scott
1970,ACTOR IN A SUPPORTING ROLE,TRUE,John Mills
1970,ACTRESS,TRUE,Glenda Jackson
1970,ACTRESS IN A SUPPORTING ROLE,TRUE,Helen Hayes
1970,ART DIRECTION,TRUE,Patton
1970,CINEMATOGRAPHY,TRUE,Ryan's Daughter
1970,COSTUME DESIGN,TRUE,Cromwell
1970,DIRECTING,TRUE,Patton
1970,DOCUMENTARY (Feature),TRUE,Woodstock
1970,DOCUMENTARY (Short Subject),TRUE,Interviews with My Lai Veterans
1970,FILM EDITING,TRUE,Patton
1970,FOREIGN LANGUAGE FILM,TRUE,Investigation of a Citizen above Suspicion
1970,MUSIC (Original Score),TRUE,Love Story
1970,MUSIC (Original Song Score),TRUE,Let It Be
1970,MUSIC (Song--Original for the Picture),TRUE,Lovers and Other Strangers
1970,BEST PICTURE,TRUE,Patton
1970,SHORT SUBJECT (Cartoon),TRUE,Is It Always Right to Be Right?
1970,SHORT SUBJECT (Live Action),TRUE,The Resurrection of Broncho Billy
1970,SOUND,TRUE,Patton
1970,SPECIAL VISUAL EFFECTS,TRUE,Tora! Tora! Tora!
1970,WRITING (Screenplay--based on material from another medium),TRUE,M*A*S*H
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),TRUE,Patton
1970,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Frank Sinatra
1970,HONORARY AWARD,TRUE,To Lillian Gish for superlative artistry and for distinguished contribution to the progress of motion pictures.
1970,HONORARY AWARD,TRUE,To Orson Welles for superlative artistry and versatility in the creation of motion pictures.
1970,IRVING G. THALBERG MEMORIAL AWARD,TRUE,Ingmar Bergman
1970,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To LEONARD SOKOLOW and EDWARD H. REICHARD of Consolidated Film Industries for the concept and engineering of the Color Proofing Printer for motion pictures.
1970,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To SYLVANIA ELECTRIC PRODUCTS INC. for the development and introduction of a series of compact tungsten halogen lamps for motion picture production.
1970,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To B. J. LOSMANDY for the concept, design and application of micro-miniature solid state amplifier modules used in motion picture recording equipment."
1970,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To EASTMAN KODAK COMPANY and PHOTO ELECTRONICS CORPORATION for the design and engineering of an improved video color analyzer for motion picture laboratories.
1970,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To ELECTRO SOUND INCORPORATED for the design and introduction of the Series 8000 Sound System for motion picture theatres.
1971,ACTOR,TRUE,Gene Hackman
1971,ACTOR IN A SUPPORTING ROLE,TRUE,Ben Johnson
1971,ACTRESS,TRUE,Jane Fonda
1971,ACTRESS IN A SUPPORTING ROLE,TRUE,Cloris Leachman
1971,ART DIRECTION,TRUE,Nicholas and Alexandra
1971,CINEMATOGRAPHY,TRUE,Fiddler on the Roof
1971,COSTUME DESIGN,TRUE,Nicholas and Alexandra
1971,DIRECTING,TRUE,The French Connection
1971,DOCUMENTARY (Feature),TRUE,The Hellstrom Chronicle
1971,DOCUMENTARY (Short Subject),TRUE,Sentinels of Silence
1971,FILM EDITING,TRUE,The French Connection
1971,FOREIGN LANGUAGE FILM,TRUE,The Garden of the Finzi Continis
1971,MUSIC (Original Dramatic Score),TRUE,Summer of '42
1971,MUSIC (Scoring: Adaptation and Original Song Score),TRUE,Fiddler on the Roof
1971,MUSIC (Song--Original for the Picture),TRUE,Shaft
1971,BEST PICTURE,TRUE,The French Connection
1971,SHORT SUBJECT (Animated),TRUE,The Crunch Bird
1971,SHORT SUBJECT (Live Action),TRUE,Sentinels of Silence
1971,SOUND,TRUE,Fiddler on the Roof
1971,SPECIAL VISUAL EFFECTS,TRUE,Bedknobs and Broomsticks
1971,WRITING (Screenplay--based on material from another medium),TRUE,The French Connection
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),TRUE,The Hospital
1971,HONORARY AWARD,TRUE,To Charles Chaplin for the incalculable effect he has had in making motion pictures the art form of this century.
1971,SCIENTIFIC OR TECHNICAL AWARD (Class II),TRUE,To JOHN N. WILKINSON of Optical Radiation Corporation for the development and engineering of a system of xenon arc lamphouses for motion picture projection.
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To THOMAS JEFFERSON HUTCHINSON, JAMES R. ROCHESTER and FENTON HAMILTON for the development and introduction of the Sunbrute system of xenon arc lamps for location lighting in motion picture production."
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To PHOTO RESEARCH, A DIVISION OF KOLLMORGEN CORPORATION, for the development and introduction of the film-lens balanced Three Color Meter."
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To ROBERT D. AUGUSTE and CINEMA PRODUCTS COMPANY for the development and introduction of a new crystal controlled lightweight motor for the 35mm motion picture Arriflex camera.
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,"To PRODUCERS SERVICE CORPORATION and CONSOLIDATED FILM INDUSTRIES; and to CINEMA RESEARCH CORPORATION and RESEARCH PRODUCTS, INC. for the engineering and implementation of fully automated blow-up motion picture printing systems."
1971,SCIENTIFIC OR TECHNICAL AWARD (Class III),TRUE,To CINEMA PRODUCTS COMPANY for a control motor to actuate zoom lenses on motion picture cameras.
1972,ACTOR,TRUE,Marlon Brando
1972,ACTOR IN A SUPPORTING ROLE,TRUE,Joel Grey
1972,ACTRESS,TRUE,Liza Minnelli
1972,ACTRESS IN A SUPPORTING ROLE,TRUE,Eileen Heckart
1972,ART DIRECTION,TRUE,Cabaret
1972,CINEMATOGRAPHY,TRUE,Cabaret
1972,COSTUME DESIGN,TRUE,Travels with My Aunt
1972,DIRECTING,TRUE,Cabaret
1972,DOCUMENTARY (Feature),TRUE,Marjoe
1972,DOCUMENTARY (Short Subject),TRUE,This Tiny World
1972,FILM EDITING,TRUE,Cabaret
1972,FOREIGN LANGUAGE FILM,TRUE,The Discreet Charm of the Bourgeoisie
1972,MUSIC (Original Dramatic Score),TRUE,Limelight
1972,MUSIC (Scoring: Adaptation and Original Song Score),TRUE,Cabaret
1972,MUSIC (Song--Original for the Picture),TRUE,The Poseidon Adventure
1972,BEST PICTURE,TRUE,The Godfather
1972,SHORT SUBJECT (Animated),TRUE,A Christmas Carol
1972,SHORT SUBJECT (Live Action),TRUE,Norman Rockwell's World...An American Dream
1972,SOUND,TRUE,Cabaret
1972,WRITING (Screenplay--based on material from another medium),TRUE,The Godfather
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),TRUE,The Candidate
1972,SPECIAL ACHIEVEMENT AWARD (Visual Effects),TRUE,The Poseidon Adventure
1972,JEAN HERSHOLT HUMANITARIAN AWARD,TRUE,Rosalind Russell
